file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Duplicate Assert,"{'line': 116, 'column': 2, 'index': 3420}","  114 | it(""Duration.fromDurationLike returns a Duration from millis"", () => {
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 566, 'column': 2, 'index': 10728}","  564 |   expect(dt.isValid).toBe(true);
  565 |   expect(dt.zoneName).toBe(""Europe/Paris"");
> 566 |   expect(dt.toObject()).toEqual({
      |  ^ Duplicate Assert
  567 |     year: 2016,
  568 |     month: 5,
  569 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 566, 'column': 2, 'index': 10728}","  564 |   expect(dt.isValid).toBe(true);
  565 |   expect(dt.zoneName).toBe(""Europe/Paris"");
> 566 |   expect(dt.toObject()).toEqual({
      |  ^ Duplicate Assert
  567 |     year: 2016,
  568 |     month: 5,
  569 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 577, 'column': 2, 'index': 10950}","  575 |
  576 |   dt = DateTime.fromISO(""2016-05-14T10:23:54[UTC]"", { setZone: true });
> 577 |   expect(dt.isValid).toBe(true);
      |  ^ Duplicate Assert
  578 |   expect(dt.zoneName).toBe(""UTC"");
  579 |   expect(dt.offset).toBe(0);
  580 |   expect(dt.toObject()).toEqual({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 577, 'column': 2, 'index': 10950}","  575 |
  576 |   dt = DateTime.fromISO(""2016-05-14T10:23:54[UTC]"", { setZone: true });
> 577 |   expect(dt.isValid).toBe(true);
      |  ^ Duplicate Assert
  578 |   expect(dt.zoneName).toBe(""UTC"");
  579 |   expect(dt.offset).toBe(0);
  580 |   expect(dt.toObject()).toEqual({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 578, 'column': 2, 'index': 10983}","  576 |   dt = DateTime.fromISO(""2016-05-14T10:23:54[UTC]"", { setZone: true });
  577 |   expect(dt.isValid).toBe(true);
> 578 |   expect(dt.zoneName).toBe(""UTC"");
      |  ^ Duplicate Assert
  579 |   expect(dt.offset).toBe(0);
  580 |   expect(dt.toObject()).toEqual({
  581 |     year: 2016,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 579, 'column': 2, 'index': 11018}","  577 |   expect(dt.isValid).toBe(true);
  578 |   expect(dt.zoneName).toBe(""UTC"");
> 579 |   expect(dt.offset).toBe(0);
      |  ^ Duplicate Assert
  580 |   expect(dt.toObject()).toEqual({
  581 |     year: 2016,
  582 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 579, 'column': 2, 'index': 11018}","  577 |   expect(dt.isValid).toBe(true);
  578 |   expect(dt.zoneName).toBe(""UTC"");
> 579 |   expect(dt.offset).toBe(0);
      |  ^ Duplicate Assert
  580 |   expect(dt.toObject()).toEqual({
  581 |     year: 2016,
  582 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 580, 'column': 2, 'index': 11047}","  578 |   expect(dt.zoneName).toBe(""UTC"");
  579 |   expect(dt.offset).toBe(0);
> 580 |   expect(dt.toObject()).toEqual({
      |  ^ Duplicate Assert
  581 |     year: 2016,
  582 |     month: 5,
  583 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 580, 'column': 2, 'index': 11047}","  578 |   expect(dt.zoneName).toBe(""UTC"");
  579 |   expect(dt.offset).toBe(0);
> 580 |   expect(dt.toObject()).toEqual({
      |  ^ Duplicate Assert
  581 |     year: 2016,
  582 |     month: 5,
  583 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 591, 'column': 2, 'index': 11273}","  589 |
  590 |   dt = DateTime.fromISO(""2016-05-14T10:23:54[Etc/UTC]"", { setZone: true });
> 591 |   expect(dt.isValid).toBe(true);
      |  ^ Duplicate Assert
  592 |   expect(dt.zoneName).toBe(""Etc/UTC"");
  593 |   expect(dt.offset).toBe(0);
  594 |   expect(dt.toObject()).toEqual({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 591, 'column': 2, 'index': 11273}","  589 |
  590 |   dt = DateTime.fromISO(""2016-05-14T10:23:54[Etc/UTC]"", { setZone: true });
> 591 |   expect(dt.isValid).toBe(true);
      |  ^ Duplicate Assert
  592 |   expect(dt.zoneName).toBe(""Etc/UTC"");
  593 |   expect(dt.offset).toBe(0);
  594 |   expect(dt.toObject()).toEqual({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 592, 'column': 2, 'index': 11306}","  590 |   dt = DateTime.fromISO(""2016-05-14T10:23:54[Etc/UTC]"", { setZone: true });
  591 |   expect(dt.isValid).toBe(true);
> 592 |   expect(dt.zoneName).toBe(""Etc/UTC"");
      |  ^ Duplicate Assert
  593 |   expect(dt.offset).toBe(0);
  594 |   expect(dt.toObject()).toEqual({
  595 |     year: 2016,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 593, 'column': 2, 'index': 11345}","  591 |   expect(dt.isValid).toBe(true);
  592 |   expect(dt.zoneName).toBe(""Etc/UTC"");
> 593 |   expect(dt.offset).toBe(0);
      |  ^ Duplicate Assert
  594 |   expect(dt.toObject()).toEqual({
  595 |     year: 2016,
  596 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 593, 'column': 2, 'index': 11345}","  591 |   expect(dt.isValid).toBe(true);
  592 |   expect(dt.zoneName).toBe(""Etc/UTC"");
> 593 |   expect(dt.offset).toBe(0);
      |  ^ Duplicate Assert
  594 |   expect(dt.toObject()).toEqual({
  595 |     year: 2016,
  596 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 594, 'column': 2, 'index': 11374}","  592 |   expect(dt.zoneName).toBe(""Etc/UTC"");
  593 |   expect(dt.offset).toBe(0);
> 594 |   expect(dt.toObject()).toEqual({
      |  ^ Duplicate Assert
  595 |     year: 2016,
  596 |     month: 5,
  597 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 594, 'column': 2, 'index': 11374}","  592 |   expect(dt.zoneName).toBe(""Etc/UTC"");
  593 |   expect(dt.offset).toBe(0);
> 594 |   expect(dt.toObject()).toEqual({
      |  ^ Duplicate Assert
  595 |     year: 2016,
  596 |     month: 5,
  597 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 609, 'column': 2, 'index': 11696}","  607 |     setZone: true,
  608 |   });
> 609 |   expect(dt.isValid).toBe(true);
      |  ^ Duplicate Assert
  610 |   expect(dt.zoneName).toBe(""Europe/Paris"");
  611 |   expect(dt.toObject()).toEqual({
  612 |     year: 2016,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 609, 'column': 2, 'index': 11696}","  607 |     setZone: true,
  608 |   });
> 609 |   expect(dt.isValid).toBe(true);
      |  ^ Duplicate Assert
  610 |   expect(dt.zoneName).toBe(""Europe/Paris"");
  611 |   expect(dt.toObject()).toEqual({
  612 |     year: 2016,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 610, 'column': 2, 'index': 11729}","  608 |   });
  609 |   expect(dt.isValid).toBe(true);
> 610 |   expect(dt.zoneName).toBe(""Europe/Paris"");
      |  ^ Duplicate Assert
  611 |   expect(dt.toObject()).toEqual({
  612 |     year: 2016,
  613 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 611, 'column': 2, 'index': 11773}","  609 |   expect(dt.isValid).toBe(true);
  610 |   expect(dt.zoneName).toBe(""Europe/Paris"");
> 611 |   expect(dt.toObject()).toEqual({
      |  ^ Duplicate Assert
  612 |     year: 2016,
  613 |     month: 5,
  614 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 611, 'column': 2, 'index': 11773}","  609 |   expect(dt.isValid).toBe(true);
  610 |   expect(dt.zoneName).toBe(""Europe/Paris"");
> 611 |   expect(dt.toObject()).toEqual({
      |  ^ Duplicate Assert
  612 |     year: 2016,
  613 |     month: 5,
  614 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 622, 'column': 2, 'index': 12005}","  620 |
  621 |   dt = DateTime.fromISO(""2016-05-14T10:23:54+00:00[Etc/UTC]"", { setZone: true });
> 622 |   expect(dt.isValid).toBe(true);
      |  ^ Duplicate Assert
  623 |   expect(dt.zoneName).toBe(""Etc/UTC"");
  624 |   expect(dt.offset).toBe(0);
  625 |   expect(dt.toObject()).toEqual({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 622, 'column': 2, 'index': 12005}","  620 |
  621 |   dt = DateTime.fromISO(""2016-05-14T10:23:54+00:00[Etc/UTC]"", { setZone: true });
> 622 |   expect(dt.isValid).toBe(true);
      |  ^ Duplicate Assert
  623 |   expect(dt.zoneName).toBe(""Etc/UTC"");
  624 |   expect(dt.offset).toBe(0);
  625 |   expect(dt.toObject()).toEqual({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 623, 'column': 2, 'index': 12038}","  621 |   dt = DateTime.fromISO(""2016-05-14T10:23:54+00:00[Etc/UTC]"", { setZone: true });
  622 |   expect(dt.isValid).toBe(true);
> 623 |   expect(dt.zoneName).toBe(""Etc/UTC"");
      |  ^ Duplicate Assert
  624 |   expect(dt.offset).toBe(0);
  625 |   expect(dt.toObject()).toEqual({
  626 |     year: 2016,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 625, 'column': 2, 'index': 12106}","  623 |   expect(dt.zoneName).toBe(""Etc/UTC"");
  624 |   expect(dt.offset).toBe(0);
> 625 |   expect(dt.toObject()).toEqual({
      |  ^ Duplicate Assert
  626 |     year: 2016,
  627 |     month: 5,
  628 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 625, 'column': 2, 'index': 12106}","  623 |   expect(dt.zoneName).toBe(""Etc/UTC"");
  624 |   expect(dt.offset).toBe(0);
> 625 |   expect(dt.toObject()).toEqual({
      |  ^ Duplicate Assert
  626 |     year: 2016,
  627 |     month: 5,
  628 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 955, 'column': 2, 'index': 20118}","  953 | test(""DateTime.fromSQL() can parse SQL datetimes with sub-millisecond precision"", () => {
  954 |   let dt = DateTime.fromSQL(""2016-05-14 10:23:54.2346"");
> 955 |   expect(dt.isValid).toBe(true);
      |  ^ Duplicate Assert
  956 |   expect(dt.toObject()).toEqual({
  957 |     year: 2016,
  958 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 955, 'column': 2, 'index': 20118}","  953 | test(""DateTime.fromSQL() can parse SQL datetimes with sub-millisecond precision"", () => {
  954 |   let dt = DateTime.fromSQL(""2016-05-14 10:23:54.2346"");
> 955 |   expect(dt.isValid).toBe(true);
      |  ^ Duplicate Assert
  956 |   expect(dt.toObject()).toEqual({
  957 |     year: 2016,
  958 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 956, 'column': 2, 'index': 20151}","  954 |   let dt = DateTime.fromSQL(""2016-05-14 10:23:54.2346"");
  955 |   expect(dt.isValid).toBe(true);
> 956 |   expect(dt.toObject()).toEqual({
      |  ^ Duplicate Assert
  957 |     year: 2016,
  958 |     month: 5,
  959 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 956, 'column': 2, 'index': 20151}","  954 |   let dt = DateTime.fromSQL(""2016-05-14 10:23:54.2346"");
  955 |   expect(dt.isValid).toBe(true);
> 956 |   expect(dt.toObject()).toEqual({
      |  ^ Duplicate Assert
  957 |     year: 2016,
  958 |     month: 5,
  959 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 967, 'column': 2, 'index': 20356}","  965 |
  966 |   dt = DateTime.fromSQL(""2016-05-14 10:23:54.2341"");
> 967 |   expect(dt.isValid).toBe(true);
      |  ^ Duplicate Assert
  968 |   expect(dt.toObject()).toEqual({
  969 |     year: 2016,
  970 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 967, 'column': 2, 'index': 20356}","  965 |
  966 |   dt = DateTime.fromSQL(""2016-05-14 10:23:54.2341"");
> 967 |   expect(dt.isValid).toBe(true);
      |  ^ Duplicate Assert
  968 |   expect(dt.toObject()).toEqual({
  969 |     year: 2016,
  970 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 968, 'column': 2, 'index': 20389}","  966 |   dt = DateTime.fromSQL(""2016-05-14 10:23:54.2341"");
  967 |   expect(dt.isValid).toBe(true);
> 968 |   expect(dt.toObject()).toEqual({
      |  ^ Duplicate Assert
  969 |     year: 2016,
  970 |     month: 5,
  971 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 968, 'column': 2, 'index': 20389}","  966 |   dt = DateTime.fromSQL(""2016-05-14 10:23:54.2341"");
  967 |   expect(dt.isValid).toBe(true);
> 968 |   expect(dt.toObject()).toEqual({
      |  ^ Duplicate Assert
  969 |     year: 2016,
  970 |     month: 5,
  971 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1024, 'column': 2, 'index': 21666}","  1022 | test(""DateTime.fromSQL() can parse an optional offset"", () => {
  1023 |   let dt = DateTime.fromSQL(""2016-05-14 10:23:54.023 +06:00"");
> 1024 |   expect(dt.isValid).toBe(true);
       |  ^ Duplicate Assert
  1025 |   expect(dt.toUTC().toObject()).toEqual({
  1026 |     year: 2016,
  1027 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1024, 'column': 2, 'index': 21666}","  1022 | test(""DateTime.fromSQL() can parse an optional offset"", () => {
  1023 |   let dt = DateTime.fromSQL(""2016-05-14 10:23:54.023 +06:00"");
> 1024 |   expect(dt.isValid).toBe(true);
       |  ^ Duplicate Assert
  1025 |   expect(dt.toUTC().toObject()).toEqual({
  1026 |     year: 2016,
  1027 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1025, 'column': 2, 'index': 21699}","  1023 |   let dt = DateTime.fromSQL(""2016-05-14 10:23:54.023 +06:00"");
  1024 |   expect(dt.isValid).toBe(true);
> 1025 |   expect(dt.toUTC().toObject()).toEqual({
       |  ^ Duplicate Assert
  1026 |     year: 2016,
  1027 |     month: 5,
  1028 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1025, 'column': 2, 'index': 21699}","  1023 |   let dt = DateTime.fromSQL(""2016-05-14 10:23:54.023 +06:00"");
  1024 |   expect(dt.isValid).toBe(true);
> 1025 |   expect(dt.toUTC().toObject()).toEqual({
       |  ^ Duplicate Assert
  1026 |     year: 2016,
  1027 |     month: 5,
  1028 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1037, 'column': 2, 'index': 21945}","  1035 |   // no space before the zone
  1036 |   dt = DateTime.fromSQL(""2016-05-14 10:23:54.023+06:00"");
> 1037 |   expect(dt.isValid).toBe(true);
       |  ^ Duplicate Assert
  1038 |   expect(dt.toUTC().toObject()).toEqual({
  1039 |     year: 2016,
  1040 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1037, 'column': 2, 'index': 21945}","  1035 |   // no space before the zone
  1036 |   dt = DateTime.fromSQL(""2016-05-14 10:23:54.023+06:00"");
> 1037 |   expect(dt.isValid).toBe(true);
       |  ^ Duplicate Assert
  1038 |   expect(dt.toUTC().toObject()).toEqual({
  1039 |     year: 2016,
  1040 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1038, 'column': 2, 'index': 21978}","  1036 |   dt = DateTime.fromSQL(""2016-05-14 10:23:54.023+06:00"");
  1037 |   expect(dt.isValid).toBe(true);
> 1038 |   expect(dt.toUTC().toObject()).toEqual({
       |  ^ Duplicate Assert
  1039 |     year: 2016,
  1040 |     month: 5,
  1041 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1038, 'column': 2, 'index': 21978}","  1036 |   dt = DateTime.fromSQL(""2016-05-14 10:23:54.023+06:00"");
  1037 |   expect(dt.isValid).toBe(true);
> 1038 |   expect(dt.toUTC().toObject()).toEqual({
       |  ^ Duplicate Assert
  1039 |     year: 2016,
  1040 |     month: 5,
  1041 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1050, 'column': 2, 'index': 22212}","  1048 |   // no milliseconds
  1049 |   dt = DateTime.fromSQL(""2016-05-14 10:23:54 +06:00"");
> 1050 |   expect(dt.isValid).toBe(true);
       |  ^ Duplicate Assert
  1051 |   expect(dt.toUTC().toObject()).toEqual({
  1052 |     year: 2016,
  1053 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1050, 'column': 2, 'index': 22212}","  1048 |   // no milliseconds
  1049 |   dt = DateTime.fromSQL(""2016-05-14 10:23:54 +06:00"");
> 1050 |   expect(dt.isValid).toBe(true);
       |  ^ Duplicate Assert
  1051 |   expect(dt.toUTC().toObject()).toEqual({
  1052 |     year: 2016,
  1053 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1051, 'column': 2, 'index': 22245}","  1049 |   dt = DateTime.fromSQL(""2016-05-14 10:23:54 +06:00"");
  1050 |   expect(dt.isValid).toBe(true);
> 1051 |   expect(dt.toUTC().toObject()).toEqual({
       |  ^ Duplicate Assert
  1052 |     year: 2016,
  1053 |     month: 5,
  1054 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1066, 'column': 2, 'index': 22559}","  1064 |     setZone: true,
  1065 |   });
> 1066 |   expect(dt.isValid).toBe(true);
       |  ^ Duplicate Assert
  1067 |   expect(dt.zoneName).toBe(""Europe/Paris"");
  1068 |   expect(dt.toObject()).toEqual({
  1069 |     year: 2016,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1066, 'column': 2, 'index': 22559}","  1064 |     setZone: true,
  1065 |   });
> 1066 |   expect(dt.isValid).toBe(true);
       |  ^ Duplicate Assert
  1067 |   expect(dt.zoneName).toBe(""Europe/Paris"");
  1068 |   expect(dt.toObject()).toEqual({
  1069 |     year: 2016,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1067, 'column': 2, 'index': 22592}","  1065 |   });
  1066 |   expect(dt.isValid).toBe(true);
> 1067 |   expect(dt.zoneName).toBe(""Europe/Paris"");
       |  ^ Duplicate Assert
  1068 |   expect(dt.toObject()).toEqual({
  1069 |     year: 2016,
  1070 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1068, 'column': 2, 'index': 22636}","  1066 |   expect(dt.isValid).toBe(true);
  1067 |   expect(dt.zoneName).toBe(""Europe/Paris"");
> 1068 |   expect(dt.toObject()).toEqual({
       |  ^ Duplicate Assert
  1069 |     year: 2016,
  1070 |     month: 5,
  1071 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1068, 'column': 2, 'index': 22636}","  1066 |   expect(dt.isValid).toBe(true);
  1067 |   expect(dt.zoneName).toBe(""Europe/Paris"");
> 1068 |   expect(dt.toObject()).toEqual({
       |  ^ Duplicate Assert
  1069 |     year: 2016,
  1070 |     month: 5,
  1071 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1079, 'column': 2, 'index': 22857}","  1077 |
  1078 |   dt = DateTime.fromSQL(""2016-05-14 10:23:54 UTC"", { setZone: true });
> 1079 |   expect(dt.isValid).toBe(true);
       |  ^ Duplicate Assert
  1080 |   expect(dt.zoneName).toBe(""UTC"");
  1081 |   expect(dt.offset).toBe(0);
  1082 |   expect(dt.toObject()).toEqual({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1079, 'column': 2, 'index': 22857}","  1077 |
  1078 |   dt = DateTime.fromSQL(""2016-05-14 10:23:54 UTC"", { setZone: true });
> 1079 |   expect(dt.isValid).toBe(true);
       |  ^ Duplicate Assert
  1080 |   expect(dt.zoneName).toBe(""UTC"");
  1081 |   expect(dt.offset).toBe(0);
  1082 |   expect(dt.toObject()).toEqual({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1080, 'column': 2, 'index': 22890}","  1078 |   dt = DateTime.fromSQL(""2016-05-14 10:23:54 UTC"", { setZone: true });
  1079 |   expect(dt.isValid).toBe(true);
> 1080 |   expect(dt.zoneName).toBe(""UTC"");
       |  ^ Duplicate Assert
  1081 |   expect(dt.offset).toBe(0);
  1082 |   expect(dt.toObject()).toEqual({
  1083 |     year: 2016,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1082, 'column': 2, 'index': 22954}","  1080 |   expect(dt.zoneName).toBe(""UTC"");
  1081 |   expect(dt.offset).toBe(0);
> 1082 |   expect(dt.toObject()).toEqual({
       |  ^ Duplicate Assert
  1083 |     year: 2016,
  1084 |     month: 5,
  1085 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Duplicate Assert,"{'line': 1082, 'column': 2, 'index': 22954}","  1080 |   expect(dt.zoneName).toBe(""UTC"");
  1081 |   expect(dt.offset).toBe(0);
> 1082 |   expect(dt.toObject()).toEqual({
       |  ^ Duplicate Assert
  1083 |     year: 2016,
  1084 |     month: 5,
  1085 |     day: 14,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Magic Number,"{'line': 64, 'column': 25, 'index': 1518}","  62 |   dt = DateTime.fromISO(""1983-10-14T13:30Z"", { setZone: true });
  63 |   expect(dt.zone.name).toBe(""UTC"");
> 64 |   expect(dt.offset).toBe(0);
     |                         ^ Magic Number
  65 |   expect(dt.toObject()).toEqual({
  66 |     year: 1983,
  67 |     month: 10,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Magic Number,"{'line': 78, 'column': 25, 'index': 1823}","  76 |   dt = DateTime.fromISO(""1983-10-14T13:30z"", { setZone: true });
  77 |   expect(dt.zone.name).toBe(""UTC"");
> 78 |   expect(dt.offset).toBe(0);
     |                         ^ Magic Number
  79 |   expect(dt.toObject()).toEqual({
  80 |     year: 1983,
  81 |     month: 10,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Magic Number,"{'line': 105, 'column': 28, 'index': 2425}","  103 | test(""DateTime.fromISO() can optionally specify a zone"", () => {
  104 |   let dt = DateTime.fromISO(""2016-05-25T09:08:34.123"", { zone: ""utc"" });
> 105 |   expect(dt.offset).toEqual(0);
      |                            ^ Magic Number
  106 |   expect(dt.toObject()).toEqual({
  107 |     year: 2016,
  108 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Magic Number,"{'line': 117, 'column': 28, 'index': 2682}","  115 |
  116 |   dt = DateTime.fromISO(""2016-05-25T09:08:34.123+06:00"", { zone: ""utc"" });
> 117 |   expect(dt.offset).toEqual(0);
      |                            ^ Magic Number
  118 |   expect(dt.toObject()).toEqual({
  119 |     year: 2016,
  120 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Magic Number,"{'line': 579, 'column': 25, 'index': 11041}","  577 |   expect(dt.isValid).toBe(true);
  578 |   expect(dt.zoneName).toBe(""UTC"");
> 579 |   expect(dt.offset).toBe(0);
      |                         ^ Magic Number
  580 |   expect(dt.toObject()).toEqual({
  581 |     year: 2016,
  582 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Magic Number,"{'line': 593, 'column': 25, 'index': 11368}","  591 |   expect(dt.isValid).toBe(true);
  592 |   expect(dt.zoneName).toBe(""Etc/UTC"");
> 593 |   expect(dt.offset).toBe(0);
      |                         ^ Magic Number
  594 |   expect(dt.toObject()).toEqual({
  595 |     year: 2016,
  596 |     month: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/regexParse.test.js,Magic Number,"{'line': 624, 'column': 25, 'index': 12100}","  622 |   expect(dt.isValid).toBe(true);
  623 |   expect(dt.zoneName).toBe(""Etc/UTC"");
