file,type,line,frame
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 8, 'line': 18}","  16 |       var cb = after(2, function (err, res, line) {
  412 |         var cb = after(2, function (err, res, line) {
> 413 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  414 |           assert.ok(res.text.length > 0)
  415 |           assert.strictEqual(line, res.text)
  416 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 433, 'column': 10, 'index': 12396}","  431 |       it('should work when connection: close', function (done) {
  432 |         var cb = after(2, function (err, res, line) {
> 433 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  434 |           assert.ok(res.text.length > 0)
  435 |           assert.strictEqual(line, res.text)
  436 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 451, 'column': 10, 'index': 12931}","  449 |       it('should work when connection: keep-alive', function (done) {
  450 |         var cb = after(2, function (err, res, line) {
> 451 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  452 |           assert.ok(res.text.length > 0)
  453 |           assert.strictEqual(line, res.text)
  454 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 476, 'column': 10, 'index': 13649}","  474 |       it('should work when req.ip is a getter', function (done) {
  475 |         var cb = after(2, function (err, res, line) {
> 476 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  477 |           assert.strictEqual(line, '10.0.0.1')
  478 |           done()
  479 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 499, 'column': 10, 'index': 14362}","  497 |       it('should not fail if req.connection missing', function (done) {
  498 |         var cb = after(2, function (err, res, line) {
> 499 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  500 |           assert.ok(res.text.length > 0)
  501 |           assert.strictEqual(line, res.text)
  502 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 525, 'column': 10, 'index': 15100}","  523 |       it('should be empty if none present', function (done) {
  524 |         var cb = after(2, function (err, res, line) {
> 525 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  526 |           assert.strictEqual(line, '-')
  527 |           done()
  528 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 541, 'column': 10, 'index': 15546}","  539 |       it('should support Basic authorization', function (done) {
  540 |         var cb = after(2, function (err, res, line) {
> 541 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  542 |           assert.strictEqual(line, 'tj')
  543 |           done()
  544 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 558, 'column': 10, 'index': 16055}","  556 |       it('should be empty for empty Basic authorization user', function (done) {
  557 |         var cb = after(2, function (err, res, line) {
> 558 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  559 |           assert.strictEqual(line, '-')
  560 |           done()
  561 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 577, 'column': 10, 'index': 16590}","  575 |       it('should be in milliseconds', function (done) {
  576 |         var cb = after(2, function (err, res, line) {
> 577 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  578 |           var end = Date.now()
  579 |           var ms = parseFloat(line)
  580 |           assert(ms > 0)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 598, 'column': 10, 'index': 17162}","  596 |       it('should have three digits by default', function (done) {
  597 |         var cb = after(2, function (err, res, line) {
> 598 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  599 |           assert.ok(/^[0-9]+\.[0-9]{3}$/.test(line))
  600 |           done()
  601 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 614, 'column': 10, 'index': 17630}","  612 |       it('should have five digits with argument ""5""', function (done) {
  613 |         var cb = after(2, function (err, res, line) {
> 614 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  615 |           assert.ok(/^[0-9]+\.[0-9]{5}$/.test(line))
  616 |           done()
  617 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 630, 'column': 10, 'index': 18099}","  628 |       it('should have no digits with argument ""0""', function (done) {
  629 |         var cb = after(2, function (err, res, line) {
> 630 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  631 |           assert.ok(/^[0-9]+$/.test(line))
  632 |           done()
  633 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 646, 'column': 10, 'index': 18557}","  644 |       it('should not include response write time', function (done) {
  645 |         var cb = after(2, function (err, res, line) {
> 646 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  647 |           var end = Date.now()
  648 |           var ms = parseFloat(line)
  649 |           assert(ms > 0)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 678, 'column': 10, 'index': 19404}","  676 |       it('should be empty without hidden property', function (done) {
  677 |         var cb = after(2, function (err, res, line) {
> 678 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  679 |           assert.strictEqual(line, '-')
  680 |           done()
  681 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 699, 'column': 10, 'index': 19964}","  697 |       it('should be empty before response', function (done) {
  698 |         var cb = after(2, function (err, res, line) {
> 699 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  700 |           assert.strictEqual(line, '-')
  701 |           done()
  702 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 720, 'column': 10, 'index': 20505}","  718 |       it('should be empty if morgan invoked after response sent', function (done) {
  719 |         var cb = after(3, function (err, res, line) {
> 720 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  721 |           assert.strictEqual(line, '-')
  722 |           done()
  723 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 751, 'column': 10, 'index': 21237}","  749 |       it('should get response status', function (done) {
  750 |         var cb = after(2, function (err, res, line) {
> 751 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  752 |           assert.strictEqual(line, String(res.statusCode))
  753 |           done()
  754 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 767, 'column': 10, 'index': 21700}","  765 |       it('should not exist before response sent', function (done) {
  766 |         var cb = after(2, function (err, res, line) {
> 767 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  768 |           assert.strictEqual(line, '-')
  769 |           done()
  770 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 804, 'column': 10, 'index': 22652}","  802 |       it('should be in milliseconds', function (done) {
  803 |         var cb = after(2, function (err, res, line) {
> 804 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  805 |           var end = Date.now()
  806 |           var ms = parseFloat(line)
  807 |           assert(ms > 0)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 825, 'column': 10, 'index': 23221}","  823 |       it('should have three digits by default', function (done) {
  824 |         var cb = after(2, function (err, res, line) {
> 825 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  826 |           assert.ok(/^[0-9]+\.[0-9]{3}$/.test(line))
  827 |           done()
  828 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 841, 'column': 10, 'index': 23686}","  839 |       it('should have five digits with argument ""5""', function (done) {
  840 |         var cb = after(2, function (err, res, line) {
> 841 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  842 |           assert.ok(/^[0-9]+\.[0-9]{5}$/.test(line))
  843 |           done()
  844 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 857, 'column': 10, 'index': 24152}","  855 |       it('should have no digits with argument ""0""', function (done) {
  856 |         var cb = after(2, function (err, res, line) {
> 857 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  858 |           assert.ok(/^[0-9]+$/.test(line))
  859 |           done()
  860 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 873, 'column': 10, 'index': 24603}","  871 |       it('should include response write time', function (done) {
  872 |         var cb = after(2, function (err, res, line) {
> 873 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  874 |           var end = Date.now()
  875 |           var ms = parseFloat(line)
  876 |           assert(ms > 0)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 905, 'column': 10, 'index': 25447}","  903 |       it('should be empty without hidden property', function (done) {
  904 |         var cb = after(2, function (err, res, line) {
> 905 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  906 |           assert.strictEqual(line, '-')
  907 |           done()
  908 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 926, 'column': 10, 'index': 26004}","  924 |       it('should be empty before response', function (done) {
  925 |         var cb = after(2, function (err, res, line) {
> 926 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  927 |           assert.strictEqual(line, '-')
  928 |           done()
  929 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 947, 'column': 10, 'index': 26542}","  945 |       it('should be empty if morgan invoked after response sent', function (done) {
  946 |         var cb = after(3, function (err, res, line) {
> 947 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  948 |           assert.strictEqual(line, '-')
  949 |           done()
  950 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 978, 'column': 10, 'index': 27264}","  976 |       it('should get request URL', function (done) {
  977 |         var cb = after(2, function (err, res, line) {
> 978 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  979 |           assert.strictEqual(line, '/foo')
  980 |           done()
  981 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 994, 'column': 10, 'index': 27710}","  992 |       it('should use req.originalUrl if exists', function (done) {
  993 |         var cb = after(2, function (err, res, line) {
> 994 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  995 |           assert.strictEqual(line, '/bar')
  996 |           done()
  997 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1033, 'column': 10, 'index': 28752}","  1031 |       it('should log result of function', function (done) {
  1032 |         var cb = after(2, function (err, res, line) {
> 1033 |           if (err) return done(err)
       |          ^ Conditional Test Logic
  1034 |           assert.strictEqual(line, 'GET / 200')
  1035 |           done()
  1036 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1083, 'column': 10, 'index': 30126}","  1081 |       it('should accept format as format string of tokens', function (done) {
  1082 |         var cb = after(2, function (err, res, line) {
> 1083 |           if (err) return done(err)
       |          ^ Conditional Test Logic
  1084 |           assert.strictEqual(line, 'GET /')
  1085 |           done()
  1086 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1099, 'column': 10, 'index': 30578}","  1097 |       it('should accept text mixed with tokens', function (done) {
  1098 |         var cb = after(2, function (err, res, line) {
> 1099 |           if (err) return done(err)
       |          ^ Conditional Test Logic
  1100 |           assert.strictEqual(line, 'method=GET url=/')
  1101 |           done()
  1102 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1115, 'column': 10, 'index': 31048}","  1113 |       it('should accept special characters', function (done) {
  1114 |         var cb = after(2, function (err, res, line) {
> 1115 |           if (err) return done(err)
       |          ^ Conditional Test Logic
  1116 |           assert.strictEqual(line, 'LOCAL\\tobi ""GET /"" 200')
  1117 |           done()
  1118 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1134, 'column': 10, 'index': 31637}","  1132 |       it('should match expectations', function (done) {
  1133 |         var cb = after(2, function (err, res, line) {
> 1134 |           if (err) return done(err)
       |          ^ Conditional Test Logic
  1135 |           var masked = line.replace(/\d{2}\/\w{3}\/\d{4}:\d{2}:\d{2}:\d{2} \+0000/, '_timestamp_')
  1136 |           assert.strictEqual(masked, res.text + ' - tj [_timestamp_] ""GET / HTTP/1.1"" 200 - ""http://localhost/"" ""my-ua""')
  1137 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1156, 'column': 10, 'index': 32426}","  1154 |       it('should match expectations', function (done) {
  1155 |         var cb = after(2, function (err, res, line) {
> 1156 |           if (err) return done(err)
       |          ^ Conditional Test Logic
  1157 |           var masked = line.replace(/\d{2}\/\w{3}\/\d{4}:\d{2}:\d{2}:\d{2} \+0000/, '_timestamp_')
  1158 |           assert.strictEqual(masked, res.text + ' - tj [_timestamp_] ""GET / HTTP/1.1"" 200 -')
  1159 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1176, 'column': 10, 'index': 33101}","  1174 |       it('should match expectations', function (done) {
  1175 |         var cb = after(2, function (err, res, line) {
> 1176 |           if (err) return done(err)
       |          ^ Conditional Test Logic
  1177 |           var masked = line.replace(/\w+, \d+ \w+ \d+ \d+:\d+:\d+ \w+/, '_timestamp_')
  1178 |           assert.strictEqual(masked, res.text + ' - tj [_timestamp_] ""GET / HTTP/1.1"" 200 - ""http://localhost/"" ""my-ua""')
  1179 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1198, 'column': 10, 'index': 33869}","  1196 |       it('should not color 1xx', function (done) {
  1197 |         var cb = after(2, function (err, res, line) {
> 1198 |           if (err) return done(err)
       |          ^ Conditional Test Logic
  1199 |           assert.strictEqual(line.substr(0, 36), '_color_0_GET / _color_0_102_color_0_')
  1200 |           assert.strictEqual(line.substr(-9), '_color_0_')
  1201 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1216, 'column': 12, 'index': 34433}","  1214 |           .get('/')
  1215 |           .expect(102, function (err, res) {
> 1216 |             if (err && err.code === 'ECONNRESET') {
       |            ^ Conditional Test Logic
  1217 |               // finishing response with 1xx is invalid http
  1218 |               // but node.js server lets the server do this, so
  1219 |               // morgan needs to test in this condition even if"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1229, 'column': 10, 'index': 34915}","  1227 |       it('should color 2xx green', function (done) {
  1228 |         var cb = after(2, function (err, res, line) {
> 1229 |           if (err) return done(err)
       |          ^ Conditional Test Logic
  1230 |           assert.strictEqual(line.substr(0, 37), '_color_0_GET / _color_32_200_color_0_')
  1231 |           assert.strictEqual(line.substr(-9), '_color_0_')
  1232 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1251, 'column': 10, 'index': 35576}","  1249 |       it('should color 3xx cyan', function (done) {
  1250 |         var cb = after(2, function (err, res, line) {
> 1251 |           if (err) return done(err)
       |          ^ Conditional Test Logic
  1252 |           assert.strictEqual(line.substr(0, 37), '_color_0_GET / _color_36_300_color_0_')
  1253 |           assert.strictEqual(line.substr(-9), '_color_0_')
  1254 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1273, 'column': 10, 'index': 36238}","  1271 |       it('should color 4xx yelow', function (done) {
  1272 |         var cb = after(2, function (err, res, line) {
> 1273 |           if (err) return done(err)
       |          ^ Conditional Test Logic
  1274 |           assert.strictEqual(line.substr(0, 37), '_color_0_GET / _color_33_400_color_0_')
  1275 |           assert.strictEqual(line.substr(-9), '_color_0_')
  1276 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1295, 'column': 10, 'index': 36898}","  1293 |       it('should color 5xx red', function (done) {
  1294 |         var cb = after(2, function (err, res, line) {
> 1295 |           if (err) return done(err)
       |          ^ Conditional Test Logic
  1296 |           assert.strictEqual(line.substr(0, 37), '_color_0_GET / _color_31_500_color_0_')
  1297 |           assert.strictEqual(line.substr(-9), '_color_0_')
  1298 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1318, 'column': 12, 'index': 37646}","  1316 |         it('should not have color or response values', function (done) {
  1317 |           var cb = after(2, function (err, res, line) {
> 1318 |             if (err) return done(err)
       |            ^ Conditional Test Logic
  1319 |             assert.strictEqual(line, '_color_0_GET / _color_0_-_color_0_ - ms - -_color_0_')
  1320 |             done()
  1321 |           })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1342, 'column': 10, 'index': 38291}","  1340 |       it('should match expectations', function (done) {
  1341 |         var cb = after(2, function (err, res, line) {
> 1342 |           if (err) return done(err)
       |          ^ Conditional Test Logic
  1343 |           var masked = line.replace(/\d+\.\d{3} ms/, '_timer_')
  1344 |           assert.strictEqual(masked, res.text + ' tj GET / HTTP/1.1 200 - - _timer_')
  1345 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1362, 'column': 10, 'index': 38919}","  1360 |       it('should match expectations', function (done) {
  1361 |         var cb = after(2, function (err, res, line) {
> 1362 |           if (err) return done(err)
       |          ^ Conditional Test Logic
  1363 |           var masked = line.replace(/\d+\.\d{3} ms/, '_timer_')
  1364 |           assert.strictEqual(masked, 'GET / 200 - - _timer_')
  1365 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1382, 'column': 8, 'index': 39490}","  1380 |     it('should flush log periodically', function (done) {
  1381 |       var cb = after(2, function (err, res, log) {
> 1382 |         if (err) return done(err)
       |        ^ Conditional Test Logic
  1383 |         assert.strictEqual(log, 'GET /first\nGET /second\n')
  1384 |         assert.ok(Date.now() - time >= 1000)
  1385 |         assert.ok(Date.now() - time <= 1100)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1401, 'column': 10, 'index': 39999}","  1399 |         .get('/first')
  1400 |         .expect(200, function (err) {
> 1401 |           if (err) return cb(err)
       |          ^ Conditional Test Logic
  1402 |           request(server)
  1403 |             .get('/second')
  1404 |             .expect(200, cb)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1410, 'column': 8, 'index': 40242}","  1408 |     it('should accept custom interval', function (done) {
  1409 |       var cb = after(2, function (err, res, log) {
> 1410 |         if (err) return done(err)
       |        ^ Conditional Test Logic
  1411 |         assert.strictEqual(log, 'GET /first\nGET /second\n')
  1412 |         assert.ok(Date.now() - time >= 200)
  1413 |         assert.ok(Date.now() - time <= 300)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1429, 'column': 10, 'index': 40748}","  1427 |         .get('/first')
  1428 |         .expect(200, function (err) {
> 1429 |           if (err) return cb(err)
       |          ^ Conditional Test Logic
  1430 |           request(server)
  1431 |             .get('/second')
  1432 |             .expect(200, cb)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1440, 'column': 8, 'index': 41048}","  1438 |     it('should not have value for :res', function (done) {
  1439 |       var cb = after(2, function (err, res, line) {
> 1440 |         if (err) return done(err)
       |        ^ Conditional Test Logic
  1441 |         assert.strictEqual(line, 'GET / -')
  1442 |         done()
  1443 |       })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1461, 'column': 8, 'index': 41559}","  1459 |     it('should not have value for :response-time', function (done) {
  1460 |       var cb = after(2, function (err, res, line) {
> 1461 |         if (err) return done(err)
       |        ^ Conditional Test Logic
  1462 |         assert.strictEqual(line, 'GET / -')
  1463 |         done()
  1464 |       })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1482, 'column': 8, 'index': 42065}","  1480 |     it('should not have value for :status', function (done) {
  1481 |       var cb = after(2, function (err, res, line) {
> 1482 |         if (err) return done(err)
       |        ^ Conditional Test Logic
  1483 |         assert.strictEqual(line, 'GET / -')
  1484 |         done()
  1485 |       })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1504, 'column': 8, 'index': 42586}","  1502 |       var lineLogged = false
  1503 |       var cb = after(2, function (err, res, line) {
> 1504 |         if (err) return done(err)
       |        ^ Conditional Test Logic
  1505 |         assert.strictEqual(line, 'GET / -')
  1506 |         done()
  1507 |       })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1592, 'column': 4, 'index': 44954}","  1590 |     args[2] = args[2] || arg2
  1591 |
> 1592 |     if (count === i) {
       |    ^ Conditional Test Logic
  1593 |       callback.apply(null, args)
  1594 |     }
  1595 |   }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1614, 'column': 4, 'index': 45444}","  1612 |   return function onRequest (req, res) {
  1613 |     // prior alterations
> 1614 |     if (fn1) {
       |    ^ Conditional Test Logic
  1615 |       fn1(req, res)
  1616 |     }
  1617 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 1621, 'column': 8, 'index': 45615}","  1619 |       // allow req, res alterations
  1620 |       middle(req, res, function onDone () {
> 1621 |         if (err) {
       |        ^ Conditional Test Logic
  1622 |           res.statusCode = 500
  1623 |           res.end(err.message)
  1624 |         }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Exception Handling,"{'line': 1053, 'column': 10, 'index': 29318}","  1051 |       it('should not log for undefined return', function (done) {
  1052 |         var stream = createLineStream(function () {
> 1053 |           throw new Error('should not log line')
       |          ^ Exception Handling
  1054 |         })
  1055 |
  1056 |         function format (tokens, req, res) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Exception Handling,"{'line': 1067, 'column': 10, 'index': 29692}","  1065 |       it('should not log for null return', function (done) {
  1066 |         var stream = createLineStream(function () {
> 1067 |           throw new Error('should not log line')
       |          ^ Exception Handling
  1068 |         })
  1069 |
  1070 |         function format (tokens, req, res) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Exception Handling,"{'line': 1528, 'column': 8, 'index': 43230}","  1526 |     it('should be able to skip based on request', function (done) {
  1527 |       var stream = createLineStream(function () {
> 1528 |         throw new Error('should not log line')
       |        ^ Exception Handling
  1529 |       })
  1530 |
  1531 |       function skip (req) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Exception Handling,"{'line': 1543, 'column': 8, 'index': 43672}","  1541 |     it('should be able to skip based on response', function (done) {
  1542 |       var stream = createLineStream(function () {
> 1543 |         throw new Error('should not log line')
       |        ^ Exception Handling
  1544 |       })
  1545 |
  1546 |       function skip (req, res) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Global Variable,"{'line': 16, 'column': 6, 'index': 407}","  14 |   describe('arguments', function () {
  15 |     it('should use default format', function (done) {
> 16 |       var cb = after(2, function (err, res, line) {
     |      ^ Global Variable
  17 |         if (err) return done(err)
  18 |         assert(res.text.length > 0)
  19 |         assert.strictEqual(line.substr(0, res.text.length), res.text)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Global Variable,"{'line': 23, 'column': 6, 'index': 624}","  21 |       })
  22 |
> 23 |       var stream = createLineStream(function (line) {
     |      ^ Global Variable
  24 |         cb(null, null, line)
  25 |       })
  26 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Global Variable,"{'line': 34, 'column': 8, 'index': 932}","  32 |     describe('format', function () {
  33 |       it('should accept format as format name', function (done) {
> 34 |         var cb = after(2, function (err, res, line) {
     |        ^ Global Variable
  35 |           if (err) return done(err)
  36 |           assert(/^GET \/ 200 - - \d+\.\d{3} ms$/.test(line))
  37 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Global Variable,"{'line': 40, 'column': 8, 'index': 1113}","  38 |         })
  39 |
> 40 |         var stream = createLineStream(function (line) {
     |        ^ Global Variable
  41 |           cb(null, null, line)
  42 |         })
  43 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Global Variable,"{'line': 50, 'column': 8, 'index': 1395}","  48 |
  49 |       it('should accept format as format string', function (done) {
> 50 |         var cb = after(2, function (err, res, line) {
     |        ^ Global Variable
  51 |           if (err) return done(err)
  52 |           assert.strictEqual(line, 'GET /')
  53 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Global Variable,"{'line': 56, 'column': 8, 'index': 1558}","  54 |         })
  55 |
> 56 |         var stream = createLineStream(function (line) {
     |        ^ Global Variable
  57 |           cb(null, null, line)
  58 |         })
  59 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Global Variable,"{'line': 66, 'column': 8, 'index': 1843}","  64 |
  65 |       it('should accept format as function', function (done) {
> 66 |         var cb = after(2, function (err, res, line) {
     |        ^ Global Variable
  67 |           if (err) return done(err)
  68 |           assert.strictEqual(line, 'GET / 200')
