file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/test/spec.js,Conditional Test Logic,"{'line': 8, 'column': 4, 'index': 213}","   6 |   before(() => app.start());
  516 |   });
  517 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 522, 'column': 23, 'index': 14816}","  520 |   it('should validate item description', () => {
  521 |     const rows = [{ description: '' }];
> 522 |     const validation = validateRows(rows);
      |                       ^ Lazy Test
  523 |     expect(validation).toEqual(false);
  524 |     expect(openDialog).toBeCalledWith({
  525 |       type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 538, 'column': 23, 'index': 15275}","  536 |       },
  537 |     ];
> 538 |     const validation = validateRows(rows);
      |                       ^ Lazy Test
  539 |     expect(validation).toEqual(false);
  540 |     expect(openDialog).toBeCalledWith({
  541 |       type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 555, 'column': 23, 'index': 15765}","  553 |       },
  554 |     ];
> 555 |     const validation = validateRows(rows);
      |                       ^ Lazy Test
  556 |     expect(validation).toEqual(false);
  557 |     expect(openDialog).toBeCalledWith({
  558 |       type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 587, 'column': 23, 'index': 16713}","  585 |       },
  586 |     ];
> 587 |     const validation = validateRows(rows);
      |                       ^ Lazy Test
  588 |     expect(validation).toEqual(true);
  589 |   });
  590 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 599, 'column': 23, 'index': 16989}","  597 |       paymentTerm: null,
  598 |     };
> 599 |     const validation = validateDueDate(true, dueDate);
      |                       ^ Lazy Test
  600 |     expect(validation).toEqual(false);
  601 |     expect(openDialog).toBeCalledWith({
  602 |       type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 612, 'column': 23, 'index': 17378}","  610 |       selectedDate: null,
  611 |     };
> 612 |     const validation = validateDueDate(false, dueDate);
      |                       ^ Lazy Test
  613 |     expect(validation).toEqual(true);
  614 |   });
  615 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 620, 'column': 23, 'index': 17598}","  618 |       selectedDate: faker.date.future(),
  619 |     };
> 620 |     const validation = validateDueDate(true, dueDate);
      |                       ^ Lazy Test
  621 |     expect(validation).toEqual(true);
  622 |   });
  623 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 633, 'column': 23, 'index': 17904}","  631 |       placement: 'before'
  632 |     };
> 633 |     const validation = validateCurrency(true, currency);
      |                       ^ Lazy Test
  634 |     expect(validation).toEqual(false);
  635 |     expect(openDialog).toBeCalledWith({
  636 |       type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 644, 'column': 23, 'index': 18285}","  642 |   it('should pass when not required', () => {
  643 |     const currency = {};
> 644 |     const validation = validateCurrency(false, currency);
      |                       ^ Lazy Test
  645 |     expect(validation).toEqual(true);
  646 |   });
  647 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 655, 'column': 23, 'index': 18562}","  653 |       separator: 'commaDot',
  654 |     };
> 655 |     const validation = validateCurrency(true, currency);
      |                       ^ Lazy Test
  656 |     expect(validation).toEqual(true);
  657 |   });
  658 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 666, 'column': 23, 'index': 18818}","  664 |       amount: 0,
  665 |     };
> 666 |     const validation = validateDiscount(true, discount);
      |                       ^ Lazy Test
  667 |     expect(validation).toEqual(false);
  668 |     expect(openDialog).toBeCalledWith({
  669 |       type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 677, 'column': 23, 'index': 19181}","  675 |   it('should pass when not required', () => {
  676 |     const discount = {};
> 677 |     const validation = validateDiscount(false, discount);
      |                       ^ Lazy Test
  678 |     expect(validation).toEqual(true);
  679 |   });
  680 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 686, 'column': 23, 'index': 19402}","  684 |       amount: 10,
  685 |     };
> 686 |     const validation = validateDiscount(true, discount);
      |                       ^ Lazy Test
  687 |     expect(validation).toEqual(true);
  688 |   });
  689 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 696, 'column': 24, 'index': 19680}","  694 |     const tax2 = { amount: '' };
  695 |     const tax3 = { amount: -1 };
> 696 |     const validation1 = validateTax(true, tax1);
      |                        ^ Lazy Test
  697 |     expect(validation1).toEqual(false);
  698 |     expect(openDialog).toBeCalledWith({
  699 |       type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 723, 'column': 23, 'index': 20558}","  721 |   it('should pass when not required', () => {
  722 |     const tax = {};
> 723 |     const validation = validateTax(false, tax);
      |                       ^ Lazy Test
  724 |     expect(validation).toEqual(true);
  725 |   });
  726 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 731, 'column': 23, 'index': 20739}","  729 |       amount: 10,
  730 |     };
> 731 |     const validation = validateTax(true, tax);
      |                       ^ Lazy Test
  732 |     expect(validation).toEqual(true);
  733 |   });
  734 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 741, 'column': 23, 'index': 20955}","  739 |       content: '',
  740 |     };
> 741 |     const validation = validateNote(true, note);
      |                       ^ Lazy Test
  742 |     expect(validation).toEqual(false);
  743 |     expect(openDialog).toBeCalledWith({
  744 |       type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 752, 'column': 23, 'index': 21298}","  750 |   it('should pass when not required', () => {
  751 |     const note = {};
> 752 |     const validation = validateNote(false, note);
      |                       ^ Lazy Test
  753 |     expect(validation).toEqual(true);
  754 |   });
  755 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 760, 'column': 23, 'index': 21505}","  758 |       content: faker.lorem.paragraph(),
  759 |     };
> 760 |     const validation = validateNote(true, note);
      |                       ^ Lazy Test
  761 |     expect(validation).toEqual(true);
  762 |   });
  763 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 795, 'column': 26, 'index': 22479}","  793 |   it('should return current contact if it exist', () => {
  794 |     const currentContact = allContacts[1];
> 795 |     const editRecipient = setEditRecipient(allContacts, currentContact);
      |                          ^ Lazy Test
  796 |     expect(editRecipient).toEqual({
  797 |       newRecipient: false,
  798 |       select: currentContact,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 810, 'column': 26, 'index': 22966}","  808 |       phone: faker.phone.phoneNumber(),
  809 |     };
> 810 |     const editRecipient = setEditRecipient(allContacts, currentContact);
      |                          ^ Lazy Test
  811 |     expect(editRecipient).toEqual({
  812 |       newRecipient: true,
  813 |       new: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Magic Number,"{'line': 125, 'column': 44, 'index': 3256}","  123 |   it('Should return rows data correctly', () => {
  124 |     const invoiceData = getInvoiceData(formData);
> 125 |     expect(invoiceData.rows.length).toEqual(2);
      |                                            ^ Magic Number
  126 |   });
  127 |
  128 |   it('should return correct recipient data', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/containers/__tests__/Invoices.spec.js,Duplicate Assert,"{'line': 76, 'column': 4, 'index': 2009}","  74 |     expect(wrapper.find(PageHeaderTitle)).toHaveLength(1);
  75 |     expect(wrapper.find(PageHeaderActions)).toHaveLength(1);
> 76 |     expect(wrapper.find(PageContent)).toHaveLength(1);
     |    ^ Duplicate Assert
  77 |     expect(wrapper.find(PageContent)).toHaveLength(1);
  78 |   });
  79 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/containers/__tests__/Invoices.spec.js,Duplicate Assert,"{'line': 76, 'column': 4, 'index': 2009}","  74 |     expect(wrapper.find(PageHeaderTitle)).toHaveLength(1);
  75 |     expect(wrapper.find(PageHeaderActions)).toHaveLength(1);
> 76 |     expect(wrapper.find(PageContent)).toHaveLength(1);
     |    ^ Duplicate Assert
  77 |     expect(wrapper.find(PageContent)).toHaveLength(1);
  78 |   });
  79 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/containers/__tests__/Invoices.spec.js,Duplicate Assert,"{'line': 77, 'column': 4, 'index': 2064}","  75 |     expect(wrapper.find(PageHeaderActions)).toHaveLength(1);
  76 |     expect(wrapper.find(PageContent)).toHaveLength(1);
> 77 |     expect(wrapper.find(PageContent)).toHaveLength(1);
     |    ^ Duplicate Assert
  78 |   });
  79 |
  80 |   it('renders filter with four options', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/containers/__tests__/Invoices.spec.js,Duplicate Assert,"{'line': 77, 'column': 4, 'index': 2064}","  75 |     expect(wrapper.find(PageHeaderActions)).toHaveLength(1);
  76 |     expect(wrapper.find(PageContent)).toHaveLength(1);
> 77 |     expect(wrapper.find(PageContent)).toHaveLength(1);
     |    ^ Duplicate Assert
  78 |   });
  79 |
  80 |   it('renders filter with four options', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/containers/__tests__/Invoices.spec.js,Duplicate Assert,"{'line': 114, 'column': 4, 'index': 3128}","  112 |     expect(spySetFilter).toHaveBeenCalled();
  113 |     const filter = wrapper.state().filter;
> 114 |     expect(filter).toEqual('paid');
      |    ^ Duplicate Assert
  115 |     expect(filter).not.toEqual('pending');
  116 |   });
  117 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/containers/__tests__/Invoices.spec.js,Duplicate Assert,"{'line': 115, 'column': 4, 'index': 3164}","  113 |     const filter = wrapper.state().filter;
  114 |     expect(filter).toEqual('paid');
> 115 |     expect(filter).not.toEqual('pending');
      |    ^ Duplicate Assert
  116 |   });
  117 |
  118 |   it('display only invoices with matched status', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/containers/__tests__/Invoices.spec.js,Magic Number,"{'line': 68, 'column': 53, 'index': 1720}","  66 |       <Invoices t={t} invoices={[]} dispatch={dispatch} />
  67 |     );
> 68 |     expect(newWrapper.find('.message')).toHaveLength(1);
     |                                                     ^ Magic Number
  69 |   });
  70 |
  71 |   it('render a correct page layout', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/containers/__tests__/Invoices.spec.js,Magic Number,"{'line': 72, 'column': 51, 'index': 1827}","  70 |
  71 |   it('render a correct page layout', () => {
> 72 |     expect(wrapper.find(PageWrapper)).toHaveLength(1);
     |                                                   ^ Magic Number
  73 |     expect(wrapper.find(PageHeader)).toHaveLength(1);
  74 |     expect(wrapper.find(PageHeaderTitle)).toHaveLength(1);
  75 |     expect(wrapper.find(PageHeaderActions)).toHaveLength(1);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/containers/__tests__/Invoices.spec.js,Magic Number,"{'line': 73, 'column': 50, 'index': 1881}","  71 |   it('render a correct page layout', () => {
  72 |     expect(wrapper.find(PageWrapper)).toHaveLength(1);
> 73 |     expect(wrapper.find(PageHeader)).toHaveLength(1);
     |                                                  ^ Magic Number
  74 |     expect(wrapper.find(PageHeaderTitle)).toHaveLength(1);
  75 |     expect(wrapper.find(PageHeaderActions)).toHaveLength(1);
  76 |     expect(wrapper.find(PageContent)).toHaveLength(1);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/containers/__tests__/Invoices.spec.js,Magic Number,"{'line': 74, 'column': 55, 'index': 1940}","  72 |     expect(wrapper.find(PageWrapper)).toHaveLength(1);
  73 |     expect(wrapper.find(PageHeader)).toHaveLength(1);
> 74 |     expect(wrapper.find(PageHeaderTitle)).toHaveLength(1);
     |                                                       ^ Magic Number
  75 |     expect(wrapper.find(PageHeaderActions)).toHaveLength(1);
  76 |     expect(wrapper.find(PageContent)).toHaveLength(1);
  77 |     expect(wrapper.find(PageContent)).toHaveLength(1);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/containers/__tests__/Invoices.spec.js,Magic Number,"{'line': 75, 'column': 57, 'index': 2001}","  73 |     expect(wrapper.find(PageHeader)).toHaveLength(1);
  74 |     expect(wrapper.find(PageHeaderTitle)).toHaveLength(1);
> 75 |     expect(wrapper.find(PageHeaderActions)).toHaveLength(1);
     |                                                         ^ Magic Number
  76 |     expect(wrapper.find(PageContent)).toHaveLength(1);
  77 |     expect(wrapper.find(PageContent)).toHaveLength(1);
  78 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/containers/__tests__/Invoices.spec.js,Magic Number,"{'line': 76, 'column': 51, 'index': 2056}","  74 |     expect(wrapper.find(PageHeaderTitle)).toHaveLength(1);
  75 |     expect(wrapper.find(PageHeaderActions)).toHaveLength(1);
> 76 |     expect(wrapper.find(PageContent)).toHaveLength(1);
     |                                                   ^ Magic Number
  77 |     expect(wrapper.find(PageContent)).toHaveLength(1);
  78 |   });
  79 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/containers/__tests__/Invoices.spec.js,Magic Number,"{'line': 77, 'column': 51, 'index': 2111}","  75 |     expect(wrapper.find(PageHeaderActions)).toHaveLength(1);
  76 |     expect(wrapper.find(PageContent)).toHaveLength(1);
> 77 |     expect(wrapper.find(PageContent)).toHaveLength(1);
     |                                                   ^ Magic Number
  78 |   });
  79 |
  80 |   it('renders filter with four options', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/containers/__tests__/Invoices.spec.js,Magic Number,"{'line': 82, 'column': 52, 'index': 2290}","  80 |   it('renders filter with four options', () => {
  81 |     const HeaderActions = wrapper.find(PageHeaderActions).first();
> 82 |     expect(HeaderActions.find(Button)).toHaveLength(4);
     |                                                    ^ Magic Number
  83 |   });
  84 |
  85 |   it('matches snapshot', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/SplitButton.spec.js,Magic Number,"{'line': 45, 'column': 43, 'index': 960}","  43 |
  44 |   it('renders links as a element', () => {
> 45 |     expect(wrapper.find('a')).toHaveLength(2);
     |                                           ^ Magic Number
  46 |     expect(wrapper.find('button')).toHaveLength(0);
  47 |   });
  48 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/SplitButton.spec.js,Magic Number,"{'line': 46, 'column': 48, 'index': 1012}","  44 |   it('renders links as a element', () => {
  45 |     expect(wrapper.find('a')).toHaveLength(2);
> 46 |     expect(wrapper.find('button')).toHaveLength(0);
     |                                                ^ Magic Number
  47 |   });
  48 |
  49 |   it('hide options by default', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/SplitButton.spec.js,Magic Number,"{'line': 51, 'column': 60, 'index': 1179}","  49 |   it('hide options by default', () => {
  50 |     expect(wrapper.state().showOptions).toEqual(false);
> 51 |     expect(wrapper.find('SplitButton__Addon')).toHaveLength(0);
     |                                                            ^ Magic Number
  52 |   });
  53 |
  54 |   it('renders options list correctly', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/SplitButton.spec.js,Magic Number,"{'line': 57, 'column': 60, 'index': 1385}","  55 |     toggleBtn.simulate('click');
  56 |     expect(wrapper.state().showOptions).toEqual(true);
> 57 |     expect(wrapper.find('SplitButton__Addon')).toHaveLength(1);
     |                                                            ^ Magic Number
  58 |     expect(wrapper.find('SplitButton__Addon').children()).toHaveLength(
  59 |       options.length
  60 |     );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/SplitButton.spec.js,Magic Number,"{'line': 117, 'column': 60, 'index': 3173}","  115 |     // The dropdown will be removed
  116 |     expect(wrapper.state().showOptions).toEqual(false);
> 117 |     expect(wrapper.find('SplitButton__Addon')).toHaveLength(0);
      |                                                            ^ Magic Number
  118 |   });
  119 | });
  120 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Section.spec.js,Magic Number,"{'line': 11, 'column': 45, 'index': 292}","   9 |   it('renders a DIV element', () => {
  10 |     const section = mount(<Section />);
> 11 |     expect(section.find('div')).toHaveLength(1);
     |                                             ^ Magic Number
  12 |   });
  13 |
  14 |   it('renders its children', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Section.spec.js,Magic Number,"{'line': 23, 'column': 45, 'index': 550}","  21 |       </Section>
  22 |     );
> 23 |     expect(section.find('div')).toHaveLength(2);
     |                                             ^ Magic Number
  24 |     expect(section.find('h4')).toHaveLength(1);
  25 |     expect(section.find('p')).toHaveLength(1);
  26 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Section.spec.js,Magic Number,"{'line': 24, 'column': 44, 'index': 598}","  22 |     );
  23 |     expect(section.find('div')).toHaveLength(2);
> 24 |     expect(section.find('h4')).toHaveLength(1);
     |                                            ^ Magic Number
  25 |     expect(section.find('p')).toHaveLength(1);
  26 |   });
  27 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Section.spec.js,Magic Number,"{'line': 25, 'column': 43, 'index': 645}","  23 |     expect(section.find('div')).toHaveLength(2);
  24 |     expect(section.find('h4')).toHaveLength(1);
> 25 |     expect(section.find('p')).toHaveLength(1);
     |                                           ^ Magic Number
  26 |   });
  27 | });
  28 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Message.spec.js,Magic Number,"{'line': 20, 'column': 45, 'index': 588}","  18 |   it('renders a DIV element', () => {
  19 |     const message = mount(<Message text=""foo"" />);
> 20 |     expect(message.find('div')).toHaveLength(1);
     |                                             ^ Magic Number
  21 |   });
  22 | });
  23 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 19, 'column': 59, 'index': 398}","  17 | describe('Renders correctly to the DOM', () => {
  18 |   it('AppWrapper renders a DIV element', () => {
> 19 |     expect(mount(<AppWrapper />).find('div')).toHaveLength(1);
     |                                                           ^ Magic Number
  20 |   });
  21 |   it('AppMainContent renders a DIV element', () => {
  22 |     expect(mount(<AppMainContent />).find('div')).toHaveLength(1);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 22, 'column': 63, 'index': 524}","  20 |   });
  21 |   it('AppMainContent renders a DIV element', () => {
> 22 |     expect(mount(<AppMainContent />).find('div')).toHaveLength(1);
     |                                                               ^ Magic Number
  23 |   });
  24 |   it('PageWrapper renders a DIV element', () => {
  25 |     expect(mount(<PageWrapper />).find('div')).toHaveLength(1);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 25, 'column': 60, 'index': 644}","  23 |   });
  24 |   it('PageWrapper renders a DIV element', () => {
> 25 |     expect(mount(<PageWrapper />).find('div')).toHaveLength(1);
     |                                                            ^ Magic Number
  26 |   });
  27 |   it('PageHeader renders a DIV element', () => {
  28 |     expect(mount(<PageHeader />).find('div')).toHaveLength(1);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 28, 'column': 59, 'index': 762}","  26 |   });
  27 |   it('PageHeader renders a DIV element', () => {
> 28 |     expect(mount(<PageHeader />).find('div')).toHaveLength(1);
     |                                                           ^ Magic Number
  29 |   });
  30 |   it('PageHeaderTitle renders a DIV element', () => {
  31 |     expect(mount(<PageHeaderTitle />).find('p')).toHaveLength(1);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 31, 'column': 62, 'index': 888}","  29 |   });
  30 |   it('PageHeaderTitle renders a DIV element', () => {
> 31 |     expect(mount(<PageHeaderTitle />).find('p')).toHaveLength(1);
     |                                                              ^ Magic Number
  32 |   });
  33 |   it('PageHeaderActions renders a DIV element', () => {
  34 |     expect(mount(<PageHeaderActions />).find('div')).toHaveLength(1);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 34, 'column': 66, 'index': 1020}","  32 |   });
  33 |   it('PageHeaderActions renders a DIV element', () => {
> 34 |     expect(mount(<PageHeaderActions />).find('div')).toHaveLength(1);
     |                                                                  ^ Magic Number
  35 |   });
  36 |   it('PageContent renders a DIV element', () => {
  37 |     expect(mount(<PageContent />).find('div')).toHaveLength(1);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 37, 'column': 60, 'index': 1140}","  35 |   });
  36 |   it('PageContent renders a DIV element', () => {
> 37 |     expect(mount(<PageContent />).find('div')).toHaveLength(1);
     |                                                            ^ Magic Number
  38 |   });
  39 |   it('PageFooter renders a DIV element', () => {
  40 |     expect(mount(<PageFooter />).find('div')).toHaveLength(1);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 40, 'column': 59, 'index': 1258}","  38 |   });
  39 |   it('PageFooter renders a DIV element', () => {
> 40 |     expect(mount(<PageFooter />).find('div')).toHaveLength(1);
     |                                                           ^ Magic Number
  41 |   });
  42 | });
  43 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 51, 'column': 48, 'index': 1526}","  49 |       </AppWrapper>
  50 |     );
> 51 |     expect(appWrapper.find('div')).toHaveLength(2);
     |                                                ^ Magic Number
  52 |     expect(appWrapper.text()).toEqual('Hello, World');
  53 |   });
  54 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 61, 'column': 52, 'index': 1816}","  59 |       </AppMainContent>
  60 |     );
> 61 |     expect(appMainContent.find('div')).toHaveLength(2);
     |                                                    ^ Magic Number
  62 |     expect(appMainContent.text()).toEqual('Hello, World');
  63 |   });
  64 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 71, 'column': 49, 'index': 2095}","  69 |       </PageWrapper>
  70 |     );
> 71 |     expect(pageWrapper.find('div')).toHaveLength(2);
     |                                                 ^ Magic Number
  72 |     expect(pageWrapper.text()).toEqual('Hello, World');
  73 |   });
  74 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 81, 'column': 48, 'index': 2366}","  79 |       </PageHeader>
  80 |     );
> 81 |     expect(pageHeader.find('div')).toHaveLength(2);
     |                                                ^ Magic Number
  82 |     expect(pageHeader.text()).toEqual('Hello, World');
  83 |   });
  84 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 91, 'column': 51, 'index': 2662}","  89 |       </PageHeaderTitle>
  90 |     );
> 91 |     expect(pageHeaderTitle.find('p')).toHaveLength(1);
     |                                                   ^ Magic Number
  92 |     expect(pageHeaderTitle.find('span')).toHaveLength(1);
  93 |     expect(pageHeaderTitle.text()).toEqual('Hello, World');
  94 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 92, 'column': 54, 'index': 2720}","  90 |     );
  91 |     expect(pageHeaderTitle.find('p')).toHaveLength(1);
> 92 |     expect(pageHeaderTitle.find('span')).toHaveLength(1);
     |                                                      ^ Magic Number
  93 |     expect(pageHeaderTitle.text()).toEqual('Hello, World');
  94 |   });
  95 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 102, 'column': 55, 'index': 3030}","  100 |       </PageHeaderActions>
  101 |     );
> 102 |     expect(pageHeaderActions.find('div')).toHaveLength(2);
      |                                                       ^ Magic Number
  103 |     expect(pageHeaderActions.text()).toEqual('Hello, World');
  104 |   });
  105 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 112, 'column': 49, 'index': 3312}","  110 |       </PageContent>
  111 |     );
> 112 |     expect(pageContent.find('div')).toHaveLength(2);
      |                                                 ^ Magic Number
  113 |     expect(pageContent.text()).toEqual('Hello, World');
  114 |   });
  115 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Layout.spec.js,Magic Number,"{'line': 122, 'column': 48, 'index': 3583}","  120 |       </PageFooter>
  121 |     );
> 122 |     expect(pageFooter.find('div')).toHaveLength(2);
      |                                                ^ Magic Number
  123 |     expect(pageFooter.text()).toEqual('Hello, World');
  124 |   });
  125 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Button.spec.js,Magic Number,"{'line': 11, 'column': 42, 'index': 285}","   9 |   it('renders a Link(a) element', () => {
  10 |     const button = mount(<Button />);
> 11 |     expect(button.find('a')).toHaveLength(0);
     |                                          ^ Magic Number
  12 |     expect(button.find('button')).toHaveLength(1);
  13 |   });
  14 |   it('renders its children element', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/shared/_tests_/Button.spec.js,Magic Number,"{'line': 12, 'column': 47, 'index': 336}","  10 |     const button = mount(<Button />);
  11 |     expect(button.find('a')).toHaveLength(0);
> 12 |     expect(button.find('button')).toHaveLength(1);
     |                                               ^ Magic Number
  13 |   });
  14 |   it('renders its children element', () => {
  15 |     const button = mount(<Button>A Button</Button>);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/layout/__tests__/AppNav.spec.js,Empty Test,"{'line': 21, 'column': 2, 'index': 454}","  19 |   });
  20 |
> 21 |   it('has correct porps', () => {
     |  ^ Empty Test
  22 |     // expect(wrapper.prop('activeTab')).toEqual('form');
  23 |     // expect(wrapper.prop('activeTab')).not.toEqual('settings');
  24 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/components/layout/__tests__/AppNav.spec.js,Empty Test,"{'line': 26, 'column': 2, 'index': 619}","  24 |   });
  25 |
> 26 |   it('contains active indicator', () => {
     |  ^ Empty Test
