file,type,line,frame
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Conditional Test Logic,"{'line': 426, 'column': 6, 'index': 15258}","  424 |       const str = 'Hello World!';
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1196, 'column': 8, 'index': 35381}","  1194 |         expect(obj.get('newRequiredFieldWithDefaultValue')).toEqual('some value3');
  1195 |         expect(obj.get('newNotRequiredField')).toEqual('some value3');
> 1196 |         expect(obj.get('newNotRequiredFieldWithDefaultValue')).toEqual('some value3');
       |        ^ Duplicate Assert
  1197 |         expect(obj.get('newRegularField')).toEqual('some value3');
  1198 |         done();
  1199 |       });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1197, 'column': 8, 'index': 35468}","  1195 |         expect(obj.get('newNotRequiredField')).toEqual('some value3');
  1196 |         expect(obj.get('newNotRequiredFieldWithDefaultValue')).toEqual('some value3');
> 1197 |         expect(obj.get('newRegularField')).toEqual('some value3');
       |        ^ Duplicate Assert
  1198 |         done();
  1199 |       });
  1200 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1234, 'column': 4, 'index': 36564}","  1232 |     await obj.save();
  1233 |
> 1234 |     expect(obj.get('foo1')).toEqual('some value 1');
       |    ^ Duplicate Assert
  1235 |     expect(obj.get('foo2')).toEqual('some value 2');
  1236 |     expect(obj.get('foo3')).toEqual('some value 3');
  1237 |     expect(obj.get('foo4')).toEqual('some value 4');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1234, 'column': 4, 'index': 36564}","  1232 |     await obj.save();
  1233 |
> 1234 |     expect(obj.get('foo1')).toEqual('some value 1');
       |    ^ Duplicate Assert
  1235 |     expect(obj.get('foo2')).toEqual('some value 2');
  1236 |     expect(obj.get('foo3')).toEqual('some value 3');
  1237 |     expect(obj.get('foo4')).toEqual('some value 4');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1235, 'column': 4, 'index': 36617}","  1233 |
  1234 |     expect(obj.get('foo1')).toEqual('some value 1');
> 1235 |     expect(obj.get('foo2')).toEqual('some value 2');
       |    ^ Duplicate Assert
  1236 |     expect(obj.get('foo3')).toEqual('some value 3');
  1237 |     expect(obj.get('foo4')).toEqual('some value 4');
  1238 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1235, 'column': 4, 'index': 36617}","  1233 |
  1234 |     expect(obj.get('foo1')).toEqual('some value 1');
> 1235 |     expect(obj.get('foo2')).toEqual('some value 2');
       |    ^ Duplicate Assert
  1236 |     expect(obj.get('foo3')).toEqual('some value 3');
  1237 |     expect(obj.get('foo4')).toEqual('some value 4');
  1238 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1236, 'column': 4, 'index': 36670}","  1234 |     expect(obj.get('foo1')).toEqual('some value 1');
  1235 |     expect(obj.get('foo2')).toEqual('some value 2');
> 1236 |     expect(obj.get('foo3')).toEqual('some value 3');
       |    ^ Duplicate Assert
  1237 |     expect(obj.get('foo4')).toEqual('some value 4');
  1238 |
  1239 |     Parse.Cloud.beforeSave('NewClassForBeforeSaveTest', req => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1237, 'column': 4, 'index': 36723}","  1235 |     expect(obj.get('foo2')).toEqual('some value 2');
  1236 |     expect(obj.get('foo3')).toEqual('some value 3');
> 1237 |     expect(obj.get('foo4')).toEqual('some value 4');
       |    ^ Duplicate Assert
  1238 |
  1239 |     Parse.Cloud.beforeSave('NewClassForBeforeSaveTest', req => {
  1240 |       req.object.set('foo1', 'some value 1');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1247, 'column': 4, 'index': 37023}","  1245 |     await obj.save();
  1246 |
> 1247 |     expect(obj.get('foo1')).toEqual('some value 1');
       |    ^ Duplicate Assert
  1248 |     expect(obj.get('foo2')).toEqual('some value 2');
  1249 |     expect(obj.get('foo3')).toEqual('some default value 3');
  1250 |     expect(obj.get('foo4')).toEqual('some default value 4');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1247, 'column': 4, 'index': 37023}","  1245 |     await obj.save();
  1246 |
> 1247 |     expect(obj.get('foo1')).toEqual('some value 1');
       |    ^ Duplicate Assert
  1248 |     expect(obj.get('foo2')).toEqual('some value 2');
  1249 |     expect(obj.get('foo3')).toEqual('some default value 3');
  1250 |     expect(obj.get('foo4')).toEqual('some default value 4');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1248, 'column': 4, 'index': 37076}","  1246 |
  1247 |     expect(obj.get('foo1')).toEqual('some value 1');
> 1248 |     expect(obj.get('foo2')).toEqual('some value 2');
       |    ^ Duplicate Assert
  1249 |     expect(obj.get('foo3')).toEqual('some default value 3');
  1250 |     expect(obj.get('foo4')).toEqual('some default value 4');
  1251 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1248, 'column': 4, 'index': 37076}","  1246 |
  1247 |     expect(obj.get('foo1')).toEqual('some value 1');
> 1248 |     expect(obj.get('foo2')).toEqual('some value 2');
       |    ^ Duplicate Assert
  1249 |     expect(obj.get('foo3')).toEqual('some default value 3');
  1250 |     expect(obj.get('foo4')).toEqual('some default value 4');
  1251 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1249, 'column': 4, 'index': 37129}","  1247 |     expect(obj.get('foo1')).toEqual('some value 1');
  1248 |     expect(obj.get('foo2')).toEqual('some value 2');
> 1249 |     expect(obj.get('foo3')).toEqual('some default value 3');
       |    ^ Duplicate Assert
  1250 |     expect(obj.get('foo4')).toEqual('some default value 4');
  1251 |
  1252 |     Parse.Cloud.beforeSave('NewClassForBeforeSaveTest', req => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1249, 'column': 4, 'index': 37129}","  1247 |     expect(obj.get('foo1')).toEqual('some value 1');
  1248 |     expect(obj.get('foo2')).toEqual('some value 2');
> 1249 |     expect(obj.get('foo3')).toEqual('some default value 3');
       |    ^ Duplicate Assert
  1250 |     expect(obj.get('foo4')).toEqual('some default value 4');
  1251 |
  1252 |     Parse.Cloud.beforeSave('NewClassForBeforeSaveTest', req => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1250, 'column': 4, 'index': 37190}","  1248 |     expect(obj.get('foo2')).toEqual('some value 2');
  1249 |     expect(obj.get('foo3')).toEqual('some default value 3');
> 1250 |     expect(obj.get('foo4')).toEqual('some default value 4');
       |    ^ Duplicate Assert
  1251 |
  1252 |     Parse.Cloud.beforeSave('NewClassForBeforeSaveTest', req => {
  1253 |       req.object.set('foo1', 'some value 1');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1250, 'column': 4, 'index': 37190}","  1248 |     expect(obj.get('foo2')).toEqual('some value 2');
  1249 |     expect(obj.get('foo3')).toEqual('some default value 3');
> 1250 |     expect(obj.get('foo4')).toEqual('some default value 4');
       |    ^ Duplicate Assert
  1251 |
  1252 |     Parse.Cloud.beforeSave('NewClassForBeforeSaveTest', req => {
  1253 |       req.object.set('foo1', 'some value 1');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1264, 'column': 4, 'index': 37645}","  1262 |     await obj.save();
  1263 |
> 1264 |     expect(obj.get('foo1')).toEqual('some value 1');
       |    ^ Duplicate Assert
  1265 |     expect(obj.get('foo2')).toEqual('some value 2');
  1266 |     expect(obj.get('foo3')).toEqual('some default value 3');
  1267 |     expect(obj.get('foo4')).toEqual('some default value 4');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1264, 'column': 4, 'index': 37645}","  1262 |     await obj.save();
  1263 |
> 1264 |     expect(obj.get('foo1')).toEqual('some value 1');
       |    ^ Duplicate Assert
  1265 |     expect(obj.get('foo2')).toEqual('some value 2');
  1266 |     expect(obj.get('foo3')).toEqual('some default value 3');
  1267 |     expect(obj.get('foo4')).toEqual('some default value 4');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1265, 'column': 4, 'index': 37698}","  1263 |
  1264 |     expect(obj.get('foo1')).toEqual('some value 1');
> 1265 |     expect(obj.get('foo2')).toEqual('some value 2');
       |    ^ Duplicate Assert
  1266 |     expect(obj.get('foo3')).toEqual('some default value 3');
  1267 |     expect(obj.get('foo4')).toEqual('some default value 4');
  1268 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1265, 'column': 4, 'index': 37698}","  1263 |
  1264 |     expect(obj.get('foo1')).toEqual('some value 1');
> 1265 |     expect(obj.get('foo2')).toEqual('some value 2');
       |    ^ Duplicate Assert
  1266 |     expect(obj.get('foo3')).toEqual('some default value 3');
  1267 |     expect(obj.get('foo4')).toEqual('some default value 4');
  1268 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1266, 'column': 4, 'index': 37751}","  1264 |     expect(obj.get('foo1')).toEqual('some value 1');
  1265 |     expect(obj.get('foo2')).toEqual('some value 2');
> 1266 |     expect(obj.get('foo3')).toEqual('some default value 3');
       |    ^ Duplicate Assert
  1267 |     expect(obj.get('foo4')).toEqual('some default value 4');
  1268 |
  1269 |     Parse.Cloud.beforeSave('NewClassForBeforeSaveTest', req => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1266, 'column': 4, 'index': 37751}","  1264 |     expect(obj.get('foo1')).toEqual('some value 1');
  1265 |     expect(obj.get('foo2')).toEqual('some value 2');
> 1266 |     expect(obj.get('foo3')).toEqual('some default value 3');
       |    ^ Duplicate Assert
  1267 |     expect(obj.get('foo4')).toEqual('some default value 4');
  1268 |
  1269 |     Parse.Cloud.beforeSave('NewClassForBeforeSaveTest', req => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1267, 'column': 4, 'index': 37812}","  1265 |     expect(obj.get('foo2')).toEqual('some value 2');
  1266 |     expect(obj.get('foo3')).toEqual('some default value 3');
> 1267 |     expect(obj.get('foo4')).toEqual('some default value 4');
       |    ^ Duplicate Assert
  1268 |
  1269 |     Parse.Cloud.beforeSave('NewClassForBeforeSaveTest', req => {
  1270 |       req.object.set('foo1', 'some value 1');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1267, 'column': 4, 'index': 37812}","  1265 |     expect(obj.get('foo2')).toEqual('some value 2');
  1266 |     expect(obj.get('foo3')).toEqual('some default value 3');
> 1267 |     expect(obj.get('foo4')).toEqual('some default value 4');
       |    ^ Duplicate Assert
  1268 |
  1269 |     Parse.Cloud.beforeSave('NewClassForBeforeSaveTest', req => {
  1270 |       req.object.set('foo1', 'some value 1');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1285, 'column': 6, 'index': 38358}","  1283 |       fail('should fail');
  1284 |     } catch (e) {
> 1285 |       expect(e.message).toEqual('foo2 is required');
       |      ^ Duplicate Assert
  1286 |     }
  1287 |
  1288 |     Parse.Cloud.beforeSave('NewClassForBeforeSaveTest', req => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1285, 'column': 6, 'index': 38358}","  1283 |       fail('should fail');
  1284 |     } catch (e) {
> 1285 |       expect(e.message).toEqual('foo2 is required');
       |      ^ Duplicate Assert
  1286 |     }
  1287 |
  1288 |     Parse.Cloud.beforeSave('NewClassForBeforeSaveTest', req => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1304, 'column': 6, 'index': 38891}","  1302 |       fail('should fail');
  1303 |     } catch (e) {
> 1304 |       expect(e.message).toEqual('foo2 is required');
       |      ^ Duplicate Assert
  1305 |     }
  1306 |   });
  1307 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1304, 'column': 6, 'index': 38891}","  1302 |       fail('should fail');
  1303 |     } catch (e) {
> 1304 |       expect(e.message).toEqual('foo2 is required');
       |      ^ Duplicate Assert
  1305 |     }
  1306 |   });
  1307 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1527, 'column': 8, 'index': 45946}","  1525 |         expect(response.status).toEqual(400);
  1526 |         expect(response.data.code).toEqual(255);
> 1527 |         expect(response.data.error).toMatch(/HasAllPOD/);
       |        ^ Duplicate Assert
  1528 |         expect(response.data.error).toMatch(/contains 1/);
  1529 |         done();
  1530 |       });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1528, 'column': 8, 'index': 46004}","  1526 |         expect(response.data.code).toEqual(255);
  1527 |         expect(response.data.error).toMatch(/HasAllPOD/);
> 1528 |         expect(response.data.error).toMatch(/contains 1/);
       |        ^ Duplicate Assert
  1529 |         done();
  1530 |       });
  1531 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1622, 'column': 10, 'index': 48867}","  1620 |           json: true,
  1621 |         }).then(response => {
> 1622 |           expect(response.status).toEqual(200);
       |          ^ Duplicate Assert
  1623 |           expect(response.data).toEqual({});
  1624 |           config.database
  1625 |             .collectionExists('_Join:aRelation:MyOtherClass')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1646, 'column': 16, 'index': 49759}","  1644 |               }).then(fail, response => {
  1645 |                 //Expect _SCHEMA entry to be gone.
> 1646 |                 expect(response.status).toEqual(400);
       |                ^ Duplicate Assert
  1647 |                 expect(response.data.code).toEqual(Parse.Error.INVALID_CLASS_NAME);
  1648 |                 expect(response.data.error).toEqual('Class MyOtherClass does not exist.');
  1649 |                 done();"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 2428, 'column': 12, 'index': 70307}","  2426 |           },
  2427 |           err => {
> 2428 |             expect(err.message).toEqual('Permission denied for action find on class AClass.');
       |            ^ Duplicate Assert
  2429 |             return Promise.resolve();
  2430 |           }
  2431 |         );"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 2428, 'column': 12, 'index': 70307}","  2426 |           },
  2427 |           err => {
> 2428 |             expect(err.message).toEqual('Permission denied for action find on class AClass.');
       |            ^ Duplicate Assert
  2429 |             return Promise.resolve();
  2430 |           }
  2431 |         );"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 2459, 'column': 12, 'index': 71111}","  2457 |           },
  2458 |           err => {
> 2459 |             expect(err.message).toEqual('Permission denied for action find on class AClass.');
       |            ^ Duplicate Assert
  2460 |             return Promise.resolve();
  2461 |           }
  2462 |         );"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 2459, 'column': 12, 'index': 71111}","  2457 |           },
  2458 |           err => {
> 2459 |             expect(err.message).toEqual('Permission denied for action find on class AClass.');
       |            ^ Duplicate Assert
  2460 |             return Promise.resolve();
  2461 |           }
  2462 |         );"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 2543, 'column': 10, 'index': 73338}","  2541 |         },
  2542 |         err => {
> 2543 |           expect(err.message).toEqual('Permission denied for action create on class AClass.');
       |          ^ Duplicate Assert
  2544 |           return Promise.resolve();
  2545 |         }
  2546 |       )"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 2560, 'column': 10, 'index': 73814}","  2558 |         },
  2559 |         err => {
> 2560 |           expect(err.message).toEqual('Permission denied for action find on class AClass.');
       |          ^ Duplicate Assert
  2561 |           return Promise.resolve();
  2562 |         }
  2563 |       )"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 3629, 'column': 6, 'index': 104958}","  3627 |       });
  3628 |
> 3629 |       expect(response.data).toEqual({
       |      ^ Duplicate Assert
  3630 |         className: 'NewClass',
  3631 |         fields: {
  3632 |           ACL: { type: 'ACL' },"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 3661, 'column': 6, 'index': 105831}","  3659 |       });
  3660 |
> 3661 |       expect(response.data).toEqual({
       |      ^ Duplicate Assert
  3662 |         className: 'NewClass',
  3663 |         fields: {
  3664 |           ACL: { type: 'ACL' },"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Exception Handling,"{'line': 495, 'column': 6, 'index': 13820}","  493 |       });
  494 |       const obj = new Parse.Object('NewClassWithOptions');
> 495 |       try {
      |      ^ Exception Handling
  496 |         await obj.save();
  497 |         fail('should fail');
  498 |       } catch (e) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Exception Handling,"{'line': 519, 'column': 4, 'index': 14612}","  517 |
  518 |   it('try to set a relation field as a required field', async done => {
> 519 |     try {
      |    ^ Exception Handling
  520 |       await request({
  521 |         url: 'http://localhost:8378/1/schemas',
  522 |         method: 'POST',"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Exception Handling,"{'line': 545, 'column': 4, 'index': 15255}","  543 |
  544 |   it('try to set a relation field with a default value', async done => {
> 545 |     try {
      |    ^ Exception Handling
  546 |       await request({
  547 |         url: 'http://localhost:8378/1/schemas',
  548 |         method: 'POST',"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Exception Handling,"{'line': 583, 'column': 4, 'index': 16231}","  581 |       },
  582 |     });
> 583 |     try {
      |    ^ Exception Handling
  584 |       await request({
  585 |         url: 'http://localhost:8378/1/schemas/NewClassRelationWithOptions',
  586 |         method: 'POST',"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Exception Handling,"{'line': 606, 'column': 4, 'index': 16799}","  604 |     }
  605 |
> 606 |     try {
      |    ^ Exception Handling
  607 |       await request({
  608 |         url: 'http://localhost:8378/1/schemas/NewClassRelationWithOptions',
  609 |         method: 'POST',"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Exception Handling,"{'line': 632, 'column': 4, 'index': 17517}","  630 |
  631 |   it('validated the data type of default values when creating a new class', async () => {
> 632 |     try {
      |    ^ Exception Handling
  633 |       await request({
  634 |         url: 'http://localhost:8378/1/schemas',
  635 |         method: 'POST',"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Exception Handling,"{'line': 654, 'column': 4, 'index': 18141}","  652 |
  653 |   it('validated the data type of default values when adding new fields', async () => {
> 654 |     try {
      |    ^ Exception Handling
  655 |       await request({
  656 |         url: 'http://localhost:8378/1/schemas',
  657 |         method: 'POST',"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Exception Handling,"{'line': 1123, 'column': 8, 'index': 32021}","  1121 |       }).then(async () => {
  1122 |         let obj = new Parse.Object('NewClass');
> 1123 |         try {
       |        ^ Exception Handling
  1124 |           await obj.save();
  1125 |           fail('Should fail');
  1126 |         } catch (e) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Exception Handling,"{'line': 1138, 'column': 8, 'index': 32720}","  1136 |         expect(obj.get('newRegularField')).toEqual(undefined);
  1137 |         obj.set('newRequiredField', null);
> 1138 |         try {
       |        ^ Exception Handling
  1139 |           await obj.save();
  1140 |           fail('Should fail');
  1141 |         } catch (e) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Exception Handling,"{'line': 1146, 'column': 8, 'index': 32972}","  1144 |         }
  1145 |         obj.unset('newRequiredField');
> 1146 |         try {
       |        ^ Exception Handling
  1147 |           await obj.save();
  1148 |           fail('Should fail');
  1149 |         } catch (e) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Exception Handling,"{'line': 1161, 'column': 8, 'index': 33685}","  1159 |         expect(obj.get('newRegularField')).toEqual(undefined);
  1160 |         obj.unset('newRequiredFieldWithDefaultValue');
> 1161 |         try {
       |        ^ Exception Handling
  1162 |           await obj.save();
  1163 |           fail('Should fail');
  1164 |         } catch (e) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Exception Handling,"{'line': 1169, 'column': 8, 'index': 33971}","  1167 |         }
  1168 |         obj.set('newRequiredFieldWithDefaultValue', '');
> 1169 |         try {
       |        ^ Exception Handling
  1170 |           await obj.save();
  1171 |           fail('Should fail');
  1172 |         } catch (e) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Exception Handling,"{'line': 1281, 'column': 4, 'index': 38277}","  1279 |     obj.set('foo4', 'some value 4');
  1280 |
> 1281 |     try {
       |    ^ Exception Handling
  1282 |       await obj.save();
  1283 |       fail('should fail');
  1284 |     } catch (e) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Exception Handling,"{'line': 1300, 'column': 4, 'index': 38810}","  1298 |     obj.set('foo4', 'some value 4');
  1299 |
> 1300 |     try {
       |    ^ Exception Handling
  1301 |       await obj.save();
  1302 |       fail('should fail');
  1303 |     } catch (e) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Magic Number,"{'line': 163, 'column': 38, 'index': 3946}","  161 |       //api.parse.com uses status code 401, but due to the lack of keys
  162 |       //being necessary in parse-server, 403 makes more sense
> 163 |       expect(response.status).toEqual(403);
      |                                      ^ Magic Number
  164 |       expect(response.data.error).toEqual('unauthorized');
  165 |       done();
  166 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Magic Number,"{'line': 175, 'column': 38, 'index': 4290}","  173 |       headers: restKeyHeaders,
  174 |     }).then(fail, response => {
> 175 |       expect(response.status).toEqual(403);
      |                                      ^ Magic Number
  176 |       expect(response.data.error).toEqual('unauthorized: master key is required');
  177 |       done();
  178 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Magic Number,"{'line': 187, 'column': 38, 'index': 4653}","  185 |       headers: restKeyHeaders,
  186 |     }).then(fail, response => {
> 187 |       expect(response.status).toEqual(403);
      |                                      ^ Magic Number
  188 |       expect(response.data.error).toEqual('unauthorized: master key is required');
  189 |       done();
  190 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Magic Number,"{'line': 317, 'column': 40, 'index': 8618}","  315 |         headers: masterKeyHeaders,
  316 |       }).then(fail, response => {
> 317 |         expect(response.status).toEqual(400);
      |                                        ^ Magic Number
  318 |         expect(response.data).toEqual({
  319 |           code: 103,
  320 |           error: 'Class HASALLPOD does not exist.',"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Magic Number,"{'line': 337, 'column': 38, 'index': 9104}","  335 |       },
  336 |     }).then(fail, response => {
> 337 |       expect(response.status).toEqual(403);
      |                                      ^ Magic Number
  338 |       expect(response.data.error).toEqual('unauthorized');
  339 |       done();
  340 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Magic Number,"{'line': 353, 'column': 38, 'index': 9518}","  351 |       },
  352 |     }).then(fail, response => {
> 353 |       expect(response.status).toEqual(400);
      |                                      ^ Magic Number
  354 |       expect(response.data).toEqual({
  355 |         code: Parse.Error.INVALID_CLASS_NAME,
  356 |         error: 'Class name mismatch between B and A.',"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Magic Number,"{'line': 370, 'column': 38, 'index': 9979}","  368 |       body: {},
  369 |     }).then(fail, response => {
> 370 |       expect(response.status).toEqual(400);
      |                                      ^ Magic Number
  371 |       expect(response.data).toEqual({
  372 |         code: 135,
  373 |         error: 'POST /schemas needs a class name.',"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Magic Number,"{'line': 398, 'column': 40, 'index': 10678}","  396 |         },
  397 |       }).then(fail, response => {
> 398 |         expect(response.status).toEqual(400);
      |                                        ^ Magic Number
  399 |         expect(response.data).toEqual({
  400 |           code: Parse.Error.INVALID_CLASS_NAME,
  401 |           error: 'Class A already exists.',"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Magic Number,"{'line': 499, 'column': 31, 'index': 13932}","  497 |         fail('should fail');
  498 |       } catch (e) {
> 499 |         expect(e.code).toEqual(142);
      |                               ^ Magic Number
  500 |       }
  501 |       const date = new Date();
  502 |       obj.set('foo4', date);"
