file,type,line,frame
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/utils.test.js,Duplicate Assert,"{'line': 28, 'column': 2, 'index': 845}","  26 |   const instance = {}
  198 |       expect(localAnainDay.date()).toBe(2)
  199 |       expect(localAnainDay.day()).toBe(3)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc.test.js,Magic Number,"{'line': 198, 'column': 40, 'index': 6448}","  196 |       expect(localAnainDay.day()).toBe(2)
  197 |     } else {
> 198 |       expect(localAnainDay.date()).toBe(2)
      |                                        ^ Magic Number
  199 |       expect(localAnainDay.day()).toBe(3)
  200 |     }
  201 |   })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc.test.js,Magic Number,"{'line': 199, 'column': 39, 'index': 6490}","  197 |     } else {
  198 |       expect(localAnainDay.date()).toBe(2)
> 199 |       expect(localAnainDay.day()).toBe(3)
      |                                       ^ Magic Number
  200 |     }
  201 |   })
  202 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc.test.js,Magic Number,"{'line': 207, 'column': 43, 'index': 6724}","  205 |   it('utcOffset', () => {
  206 |     expect(localAnainDay.hour()).toBe(expected)
> 207 |     expect(dayjs().utc().utcOffset()).toBe(0)
      |                                           ^ Magic Number
  208 |   })
  209 | })
  210 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc.test.js,Magic Number,"{'line': 217, 'column': 32, 'index': 7047}","  215 |     const instant = dayjs.utc('2011-02-02 03:04:05', 'YYYY-MM-DD HH:mm:ss')
  216 |     const momentInstant = moment.utc('2011-02-02 03:04:05', 'YYYY-MM-DD HH:mm:ss')
> 217 |     expect(instant.date()).toBe(2)
      |                                ^ Magic Number
  218 |     expect(instant.hour()).toBe(3)
  219 |     expect(instant.format()).toBe('2011-02-02T03:04:05Z')
  220 |     expect(instant.format()).toBe(momentInstant.format())"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc.test.js,Magic Number,"{'line': 218, 'column': 32, 'index': 7082}","  216 |     const momentInstant = moment.utc('2011-02-02 03:04:05', 'YYYY-MM-DD HH:mm:ss')
  217 |     expect(instant.date()).toBe(2)
> 218 |     expect(instant.hour()).toBe(3)
      |                                ^ Magic Number
  219 |     expect(instant.format()).toBe('2011-02-02T03:04:05Z')
  220 |     expect(instant.format()).toBe(momentInstant.format())
  221 |   })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc.test.js,Magic Number,"{'line': 291, 'column': 39, 'index': 10233}","  289 |
  290 |     expect(daysJS.toISOString()).toEqual(momentJS.toISOString())
> 291 |     expect(daysJS.utcOffset()).toEqual(0)
      |                                       ^ Magic Number
  292 |     expect(daysJS.utcOffset()).toEqual(momentJS.utcOffset())
  293 |   })
  294 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc.test.js,Magic Number,"{'line': 301, 'column': 39, 'index': 10655}","  299 |
  300 |     expect(daysJS.toISOString()).toEqual(momentJS.toISOString())
> 301 |     expect(daysJS.utcOffset()).toEqual(0)
      |                                       ^ Magic Number
  302 |     expect(daysJS.utcOffset()).toEqual(momentJS.utcOffset())
  303 |   })
  304 | })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc.test.js,Magic Number,"{'line': 311, 'column': 53, 'index': 10925}","  309 |   it('utc.diff(utc)', () => {
  310 |     [dayjs, moment].forEach((_) => {
> 311 |       expect(_.utc(d1).diff(_.utc(d2), 'days')).toBe(1)
      |                                                     ^ Magic Number
  312 |       expect(_.utc(d1).diff(_.utc(d2), 'm')).toBe(1440)
  313 |     })
  314 |   })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc.test.js,Magic Number,"{'line': 312, 'column': 50, 'index': 10978}","  310 |     [dayjs, moment].forEach((_) => {
  311 |       expect(_.utc(d1).diff(_.utc(d2), 'days')).toBe(1)
> 312 |       expect(_.utc(d1).diff(_.utc(d2), 'm')).toBe(1440)
      |                                                  ^ Magic Number
  313 |     })
  314 |   })
  315 |   it('default diff', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Duplicate Assert,"{'line': 135, 'column': 2, 'index': 4615}","  133 | test('utc startOf', () => {
  134 |   const d = new Date(2019, 8, 11, 0, 0, 0, 0).getTime()
> 135 |   expect(moment(d).utc().utcOffset(480).endOf('day')
      |  ^ Duplicate Assert
  136 |     .valueOf())
  137 |     .toBe(dayjs(d).utc().utcOffset(480).endOf('day')
  138 |       .valueOf())"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Duplicate Assert,"{'line': 135, 'column': 2, 'index': 4615}","  133 | test('utc startOf', () => {
  134 |   const d = new Date(2019, 8, 11, 0, 0, 0, 0).getTime()
> 135 |   expect(moment(d).utc().utcOffset(480).endOf('day')
      |  ^ Duplicate Assert
  136 |     .valueOf())
  137 |     .toBe(dayjs(d).utc().utcOffset(480).endOf('day')
  138 |       .valueOf())"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Duplicate Assert,"{'line': 140, 'column': 2, 'index': 4756}","  138 |       .valueOf())
  139 |
> 140 |   expect(moment(d).utc().utcOffset(480).endOf('day')
      |  ^ Duplicate Assert
  141 |     .valueOf())
  142 |     .toBe(dayjs(d).utc().utcOffset(480).endOf('day')
  143 |       .valueOf())"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Duplicate Assert,"{'line': 140, 'column': 2, 'index': 4756}","  138 |       .valueOf())
  139 |
> 140 |   expect(moment(d).utc().utcOffset(480).endOf('day')
      |  ^ Duplicate Assert
  141 |     .valueOf())
  142 |     .toBe(dayjs(d).utc().utcOffset(480).endOf('day')
  143 |       .valueOf())"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Duplicate Assert,"{'line': 147, 'column': 2, 'index': 5066}","  145 |   const d2d = dayjs(d2).utcOffset(-12).startOf('day').valueOf()
  146 |   const d2m = moment(d2).utcOffset(-12).startOf('day').valueOf()
> 147 |   expect(d2d)
      |  ^ Duplicate Assert
  148 |     .toBe(d2m)
  149 |   expect(d2d)
  150 |     .toBe(1500465600000)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Duplicate Assert,"{'line': 149, 'column': 2, 'index': 5095}","  147 |   expect(d2d)
  148 |     .toBe(d2m)
> 149 |   expect(d2d)
      |  ^ Duplicate Assert
  150 |     .toBe(1500465600000)
  151 | })
  152 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Magic Number,"{'line': 87, 'column': 24, 'index': 3041}","  85 | test('change hours when changing the utc offset in UTC mode', () => {
  86 |   const d = dayjs.utc('2000-01-01T06:31:00Z')
> 87 |   expect(d.hour()).toBe(6)
     |                        ^ Magic Number
  88 |   expect(d.utcOffset(0).hour()).toBe(6)
  89 |   expect(d.utcOffset(-60).hour()).toBe(5)
  90 |   expect(d.utcOffset(60).hour()).toBe(7)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Magic Number,"{'line': 88, 'column': 37, 'index': 3081}","  86 |   const d = dayjs.utc('2000-01-01T06:31:00Z')
  87 |   expect(d.hour()).toBe(6)
> 88 |   expect(d.utcOffset(0).hour()).toBe(6)
     |                                     ^ Magic Number
  89 |   expect(d.utcOffset(-60).hour()).toBe(5)
  90 |   expect(d.utcOffset(60).hour()).toBe(7)
  91 |   expect(d.utcOffset(-30).format('HH:mm')).toBe('06:01')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Magic Number,"{'line': 89, 'column': 39, 'index': 3123}","  87 |   expect(d.hour()).toBe(6)
  88 |   expect(d.utcOffset(0).hour()).toBe(6)
> 89 |   expect(d.utcOffset(-60).hour()).toBe(5)
     |                                       ^ Magic Number
  90 |   expect(d.utcOffset(60).hour()).toBe(7)
  91 |   expect(d.utcOffset(-30).format('HH:mm')).toBe('06:01')
  92 |   expect(d.utcOffset(30).format('HH:mm')).toBe('07:01')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Magic Number,"{'line': 90, 'column': 38, 'index': 3164}","  88 |   expect(d.utcOffset(0).hour()).toBe(6)
  89 |   expect(d.utcOffset(-60).hour()).toBe(5)
> 90 |   expect(d.utcOffset(60).hour()).toBe(7)
     |                                      ^ Magic Number
  91 |   expect(d.utcOffset(-30).format('HH:mm')).toBe('06:01')
  92 |   expect(d.utcOffset(30).format('HH:mm')).toBe('07:01')
  93 |   expect(d.utcOffset(-1380).format('HH:mm')).toBe('07:31')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Magic Number,"{'line': 100, 'column': 34, 'index': 3563}","   98 |   const dm8 = dayjs('2000-01-30T06:31:00-08:00').utcOffset(-8)
   99 |
> 100 |   expect(d10.hour(5).hour()).toBe(5)
      |                                  ^ Magic Number
  101 |   expect(d10.hour(5).add(1, 'hour').hour()).toBe(6)
  102 |   expect(d10.hour(5).add(-10, 'hour').hour()).toBe(19)
  103 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Magic Number,"{'line': 101, 'column': 49, 'index': 3615}","   99 |
  100 |   expect(d10.hour(5).hour()).toBe(5)
> 101 |   expect(d10.hour(5).add(1, 'hour').hour()).toBe(6)
      |                                                 ^ Magic Number
  102 |   expect(d10.hour(5).add(-10, 'hour').hour()).toBe(19)
  103 |
  104 |   expect(dm8.hour(5).hour()).toBe(5)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Magic Number,"{'line': 102, 'column': 51, 'index': 3669}","  100 |   expect(d10.hour(5).hour()).toBe(5)
  101 |   expect(d10.hour(5).add(1, 'hour').hour()).toBe(6)
> 102 |   expect(d10.hour(5).add(-10, 'hour').hour()).toBe(19)
      |                                                   ^ Magic Number
  103 |
  104 |   expect(dm8.hour(5).hour()).toBe(5)
  105 |   expect(dm8.hour(5).add(1, 'hour').hour()).toBe(6)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Magic Number,"{'line': 104, 'column': 34, 'index': 3708}","  102 |   expect(d10.hour(5).add(-10, 'hour').hour()).toBe(19)
  103 |
> 104 |   expect(dm8.hour(5).hour()).toBe(5)
      |                                  ^ Magic Number
  105 |   expect(dm8.hour(5).add(1, 'hour').hour()).toBe(6)
  106 |   expect(dm8.hour(5).add(-10, 'hour').hour()).toBe(19)
  107 | })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Magic Number,"{'line': 105, 'column': 49, 'index': 3760}","  103 |
  104 |   expect(dm8.hour(5).hour()).toBe(5)
> 105 |   expect(dm8.hour(5).add(1, 'hour').hour()).toBe(6)
      |                                                 ^ Magic Number
  106 |   expect(dm8.hour(5).add(-10, 'hour').hour()).toBe(19)
  107 | })
  108 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Magic Number,"{'line': 106, 'column': 51, 'index': 3814}","  104 |   expect(dm8.hour(5).hour()).toBe(5)
  105 |   expect(dm8.hour(5).add(1, 'hour').hour()).toBe(6)
> 106 |   expect(dm8.hour(5).add(-10, 'hour').hour()).toBe(19)
      |                                                   ^ Magic Number
  107 | })
  108 |
  109 | test('keep hours when adding month in offset mode', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Magic Number,"{'line': 113, 'column': 42, 'index': 4051}","  111 |   const dm8 = dayjs('2000-01-30T06:31:00-08:00').utcOffset(-8)
  112 |
> 113 |   expect(d10.add(1, 'month').hour()).toBe(6)
      |                                          ^ Magic Number
  114 |   expect(dm8.add(1, 'month').hour()).toBe(6)
  115 |
  116 |   expect(d10.add(-2, 'month').hour()).toBe(6)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Magic Number,"{'line': 114, 'column': 42, 'index': 4096}","  112 |
  113 |   expect(d10.add(1, 'month').hour()).toBe(6)
> 114 |   expect(dm8.add(1, 'month').hour()).toBe(6)
      |                                          ^ Magic Number
  115 |
  116 |   expect(d10.add(-2, 'month').hour()).toBe(6)
  117 |   expect(dm8.add(-2, 'month').hour()).toBe(6)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Magic Number,"{'line': 116, 'column': 43, 'index': 4143}","  114 |   expect(dm8.add(1, 'month').hour()).toBe(6)
  115 |
> 116 |   expect(d10.add(-2, 'month').hour()).toBe(6)
      |                                           ^ Magic Number
  117 |   expect(dm8.add(-2, 'month').hour()).toBe(6)
  118 | })
  119 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Magic Number,"{'line': 117, 'column': 43, 'index': 4189}","  115 |
  116 |   expect(d10.add(-2, 'month').hour()).toBe(6)
> 117 |   expect(dm8.add(-2, 'month').hour()).toBe(6)
      |                                           ^ Magic Number
  118 | })
  119 |
  120 | test('utc costrustor', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/utc-utcOffset.test.js,Magic Number,"{'line': 150, 'column': 10, 'index': 5117}","  148 |     .toBe(d2m)
  149 |   expect(d2d)
> 150 |     .toBe(1500465600000)
      |          ^ Magic Number
  151 | })
  152 |
  153 | test('cloning dates modified with utcOffset', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/updateLocale.test.js,Duplicate Assert,"{'line': 53, 'column': 4, 'index': 1347}","  51 |     dayjs.updateLocale('en', newLocale)
  52 |
> 53 |     expect(dayjs().format(formatString))
     |    ^ Duplicate Assert
  54 |       .toEqual('testMonth testFormat')
  55 |
  56 |     expect(dayjs().format(formatString))"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/updateLocale.test.js,Duplicate Assert,"{'line': 56, 'column': 4, 'index': 1428}","  54 |       .toEqual('testMonth testFormat')
  55 |
> 56 |     expect(dayjs().format(formatString))
     |    ^ Duplicate Assert
  57 |       .toEqual(moment().format(formatString))
  58 |   })
  59 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/updateLocale.test.js,Duplicate Assert,"{'line': 65, 'column': 4, 'index': 1706}","  63 |     dayjs.locale('zh-cn')
  64 |     moment.locale('zh-cn')
> 65 |     expect(dayjs().format(formatString))
     |    ^ Duplicate Assert
  66 |       .toEqual('testMonth testFormat')
  67 |
  68 |     expect(dayjs().format(formatString))"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/updateLocale.test.js,Duplicate Assert,"{'line': 68, 'column': 4, 'index': 1787}","  66 |       .toEqual('testMonth testFormat')
  67 |
> 68 |     expect(dayjs().format(formatString))
     |    ^ Duplicate Assert
  69 |       .toEqual(moment().format(formatString))
  70 |   })
  71 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Conditional Test Logic,"{'line': 86, 'column': 20, 'index': 2834}","  84 |
  85 |   it('convert to target time', () => {
> 86 |     [dayjs, moment].forEach((_) => {
     |                    ^ Conditional Test Logic
  87 |       const losAngeles = _('2014-06-01T12:00:00Z').tz('America/Los_Angeles')
  88 |       expect(losAngeles.format()).toBe('2014-06-01T05:00:00-07:00')
  89 |       expect(losAngeles.valueOf()).toBe(1401624000000)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Conditional Test Logic,"{'line': 101, 'column': 20, 'index': 3456}","   99 |
  100 |   it('DST', () => {
> 101 |     [dayjs, moment].forEach((_) => {
      |                    ^ Conditional Test Logic
  102 |       const jun = _('2014-06-01T12:00:00Z')
  103 |       const dec = _('2014-12-01T12:00:00Z')
  104 |       expect(jun.tz('America/Los_Angeles').format('ha')).toBe('5am')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Conditional Test Logic,"{'line': 118, 'column': 20, 'index': 4237}","  116 |
  117 |   it('format Z', () => {
> 118 |     [dayjs, moment].forEach((_) => {
      |                    ^ Conditional Test Logic
  119 |       const t = _('2020-08-06T03:48:10.258Z').tz(TOKYO)
  120 |       expect(t.format('Z')).toBe('+09:00')
  121 |     })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Conditional Test Logic,"{'line': 184, 'column': 20, 'index': 6417}","  182 |   it('2012-11-04 00:59:59', () => {
  183 |     const s = '2012-11-04 00:59:59';
> 184 |     [dayjs, moment].forEach((_) => {
      |                    ^ Conditional Test Logic
  185 |       const d = _.tz(s, NY)
  186 |       expect(d.format()).toBe('2012-11-04T00:59:59-04:00')
  187 |       expect(d.utcOffset()).toBe(-240)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Conditional Test Logic,"{'line': 193, 'column': 20, 'index': 6711}","  191 |   it('2012-11-04 00:59:59', () => {
  192 |     const s = '2012-11-04 00:59:59';
> 193 |     [dayjs, moment].forEach((_) => {
      |                    ^ Conditional Test Logic
  194 |       const d = _.tz(s, NY)
  195 |       expect(d.format()).toBe('2012-11-04T00:59:59-04:00')
  196 |       expect(d.utcOffset()).toBe(-240)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Conditional Test Logic,"{'line': 207, 'column': 20, 'index': 7180}","  205 |   it('2012-11-04 02:00:00', () => {
  206 |     const s = '2012-11-04 02:00:00';
> 207 |     [dayjs, moment].forEach((_) => {
      |                    ^ Conditional Test Logic
  208 |       const d = _.tz(s, NY)
  209 |       expect(d.format()).toBe('2012-11-04T02:00:00-05:00')
  210 |       expect(d.utcOffset()).toBe(-300)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Duplicate Assert,"{'line': 37, 'column': 4, 'index': 864}","  35 |     const newYork = dayjs.tz('2014-06-01 12:00', NY)
  36 |     const MnewYork = moment.tz('2014-06-01 12:00', NY)
> 37 |     expect(newYork.format()).toBe('2014-06-01T12:00:00-04:00')
     |    ^ Duplicate Assert
  38 |     expect(newYork.format()).toBe(MnewYork.format())
  39 |     expect(newYork.utcOffset()).toBe(-240)
  40 |     expect(newYork.utcOffset()).toBe(MnewYork.utcOffset())"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Duplicate Assert,"{'line': 38, 'column': 4, 'index': 927}","  36 |     const MnewYork = moment.tz('2014-06-01 12:00', NY)
  37 |     expect(newYork.format()).toBe('2014-06-01T12:00:00-04:00')
> 38 |     expect(newYork.format()).toBe(MnewYork.format())
     |    ^ Duplicate Assert
  39 |     expect(newYork.utcOffset()).toBe(-240)
  40 |     expect(newYork.utcOffset()).toBe(MnewYork.utcOffset())
  41 |     expect(newYork.valueOf()).toBe(1401638400000)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Duplicate Assert,"{'line': 39, 'column': 4, 'index': 980}","  37 |     expect(newYork.format()).toBe('2014-06-01T12:00:00-04:00')
  38 |     expect(newYork.format()).toBe(MnewYork.format())
> 39 |     expect(newYork.utcOffset()).toBe(-240)
     |    ^ Duplicate Assert
  40 |     expect(newYork.utcOffset()).toBe(MnewYork.utcOffset())
  41 |     expect(newYork.valueOf()).toBe(1401638400000)
  42 |     expect(newYork.valueOf()).toBe(MnewYork.valueOf())"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Duplicate Assert,"{'line': 40, 'column': 4, 'index': 1023}","  38 |     expect(newYork.format()).toBe(MnewYork.format())
  39 |     expect(newYork.utcOffset()).toBe(-240)
> 40 |     expect(newYork.utcOffset()).toBe(MnewYork.utcOffset())
     |    ^ Duplicate Assert
  41 |     expect(newYork.valueOf()).toBe(1401638400000)
  42 |     expect(newYork.valueOf()).toBe(MnewYork.valueOf())
  43 |   })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Duplicate Assert,"{'line': 41, 'column': 4, 'index': 1082}","  39 |     expect(newYork.utcOffset()).toBe(-240)
  40 |     expect(newYork.utcOffset()).toBe(MnewYork.utcOffset())
> 41 |     expect(newYork.valueOf()).toBe(1401638400000)
     |    ^ Duplicate Assert
  42 |     expect(newYork.valueOf()).toBe(MnewYork.valueOf())
  43 |   })
  44 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Duplicate Assert,"{'line': 42, 'column': 4, 'index': 1132}","  40 |     expect(newYork.utcOffset()).toBe(MnewYork.utcOffset())
  41 |     expect(newYork.valueOf()).toBe(1401638400000)
> 42 |     expect(newYork.valueOf()).toBe(MnewYork.valueOf())
     |    ^ Duplicate Assert
  43 |   })
  44 |
  45 |   it('parse timestamp, js Date, Day.js object', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Duplicate Assert,"{'line': 77, 'column': 4, 'index': 2423}","  75 |     const losAngeles = dayjs('2014-06-01T12:00:00Z').tz('America/Los_Angeles')
  76 |     const MlosAngeles = moment('2014-06-01T12:00:00Z').tz('America/Los_Angeles')
> 77 |     expect(losAngeles.format()).toBe('2014-06-01T05:00:00-07:00')
     |    ^ Duplicate Assert
  78 |     expect(losAngeles.format()).toBe(MlosAngeles.format())
  79 |     expect(losAngeles.valueOf()).toBe(1401624000000)
  80 |     expect(losAngeles.valueOf()).toBe(MlosAngeles.valueOf())"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Duplicate Assert,"{'line': 78, 'column': 4, 'index': 2489}","  76 |     const MlosAngeles = moment('2014-06-01T12:00:00Z').tz('America/Los_Angeles')
  77 |     expect(losAngeles.format()).toBe('2014-06-01T05:00:00-07:00')
> 78 |     expect(losAngeles.format()).toBe(MlosAngeles.format())
     |    ^ Duplicate Assert
  79 |     expect(losAngeles.valueOf()).toBe(1401624000000)
  80 |     expect(losAngeles.valueOf()).toBe(MlosAngeles.valueOf())
  81 |     expect(losAngeles.utcOffset()).toBe(-420)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Duplicate Assert,"{'line': 79, 'column': 4, 'index': 2548}","  77 |     expect(losAngeles.format()).toBe('2014-06-01T05:00:00-07:00')
  78 |     expect(losAngeles.format()).toBe(MlosAngeles.format())
> 79 |     expect(losAngeles.valueOf()).toBe(1401624000000)
     |    ^ Duplicate Assert
  80 |     expect(losAngeles.valueOf()).toBe(MlosAngeles.valueOf())
  81 |     expect(losAngeles.utcOffset()).toBe(-420)
  82 |     expect(losAngeles.utcOffset()).toBe(MlosAngeles.utcOffset())"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Duplicate Assert,"{'line': 80, 'column': 4, 'index': 2601}","  78 |     expect(losAngeles.format()).toBe(MlosAngeles.format())
  79 |     expect(losAngeles.valueOf()).toBe(1401624000000)
> 80 |     expect(losAngeles.valueOf()).toBe(MlosAngeles.valueOf())
     |    ^ Duplicate Assert
  81 |     expect(losAngeles.utcOffset()).toBe(-420)
  82 |     expect(losAngeles.utcOffset()).toBe(MlosAngeles.utcOffset())
  83 |   })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Duplicate Assert,"{'line': 81, 'column': 4, 'index': 2662}","  79 |     expect(losAngeles.valueOf()).toBe(1401624000000)
  80 |     expect(losAngeles.valueOf()).toBe(MlosAngeles.valueOf())
> 81 |     expect(losAngeles.utcOffset()).toBe(-420)
     |    ^ Duplicate Assert
  82 |     expect(losAngeles.utcOffset()).toBe(MlosAngeles.utcOffset())
  83 |   })
  84 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Duplicate Assert,"{'line': 82, 'column': 4, 'index': 2708}","  80 |     expect(losAngeles.valueOf()).toBe(MlosAngeles.valueOf())
  81 |     expect(losAngeles.utcOffset()).toBe(-420)
> 82 |     expect(losAngeles.utcOffset()).toBe(MlosAngeles.utcOffset())
     |    ^ Duplicate Assert
  83 |   })
  84 |
  85 |   it('convert to target time', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Duplicate Assert,"{'line': 96, 'column': 4, 'index': 3279}","  94 |     const losAngelesInUTC = dayjs('2014-06-01T05:00:00-07:00').tz('UTC')
  95 |     const MlosAngelesInUTC = moment('2014-06-01T05:00:00-07:00').tz('UTC')
> 96 |     expect(losAngelesInUTC.format()).toBe('2014-06-01T12:00:00Z')
     |    ^ Duplicate Assert
  97 |     expect(losAngelesInUTC.format()).toBe(MlosAngelesInUTC.format())
  98 |   })
  99 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Duplicate Assert,"{'line': 97, 'column': 4, 'index': 3345}","   95 |     const MlosAngelesInUTC = moment('2014-06-01T05:00:00-07:00').tz('UTC')
   96 |     expect(losAngelesInUTC.format()).toBe('2014-06-01T12:00:00Z')
>  97 |     expect(losAngelesInUTC.format()).toBe(MlosAngelesInUTC.format())
      |    ^ Duplicate Assert
   98 |   })
   99 |
  100 |   it('DST', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/plugin/timezone.test.js,Duplicate Assert,"{'line': 137, 'column': 4, 'index': 4743}","  135 |     const d = dayjs.tz(s, NY)
  136 |     const m = moment.tz(s, NY)
> 137 |     expect(d.format()).toBe('2012-03-11T01:59:59-05:00')
      |    ^ Duplicate Assert
  138 |     expect(d.format()).toBe(m.format())
  139 |     expect(d.utcOffset()).toBe(-300)
  140 |     expect(d.utcOffset()).toBe(m.utcOffset())"
